USERID,TYPE,MODE,SLNO,DATE,INVNO,INVDATE,FCRDR,CODE1,NAME,TOWN,GSTIN,INVAMT,AMT5,TAX5,AMT12,TAX12,AMT18,TAX18,AMT28,TAX28,AMT0,ROUN,TAMT,TTAX,STCODE,GLCODE
SRI2122,Purchase,B2B,41,29-Apr-2021,7034091294,23-Apr-2021,R,2006,PFIZER LIMITED,HYDERABAD,36AAACP3334M1ZC,1728,0,0,0,0,1464.32,263.58,0,0,0,0.1,1464.32,263.58,36,1002
SRI2122,Purchase,B2B,42,29-Apr-2021,7034091295,23-Apr-2021,R,2006,PFIZER LIMITED,HYDERABAD,36AAACP3334M1ZC,56919,0,0,50820.15,6098.42,0,0,0,0,0,0.43,50820.15,6098.42,36,1002
SRI2122,Purchase,B2B,62,31-May-2021,7034094188,26-May-2021,R,2006,PFIZER LIMITED,HYDERABAD,36AAACP3334M1ZC,7800,0,0,6964.2,835.7,0,0,0,0,0,0.1,6964.2,835.7,36,1002
SRI2122,Purchase,B2B,4,07-Apr-2021,7094040912,02-Apr-2021,R,2027,PFIZER PRODUCTS(I)PVT LTD,HYDERABAD,36AADCP8985B1Z5,5625,1752.27,87.61,3380,405.6,0,0,0,0,0,-0.48,5132.27,493.21,36,1002
SRI2122,Purchase,B2B,54,08-May-2021,762,08-May-2021,R,2022,VISWANADHA MEDICAL AGENCIES,RAJAHMUNDRY,37BIEPS8984E1ZL,2747,0,0,2452.56,294.31,0,0,0,0,0,0.13,2452.56,294.31,37,1002
SRI2122,Purchase,B2B,11,09-Apr-2021,AD21B6000564,08-Apr-2021,R,2015,SUN PHARMA DISTRIBUTORS LTD,VIJAYAWADA,37ABBCS7694H1ZS,33558,0,0,29962.54,3595.5,0,0,0,0,0,-0.04,29962.54,3595.5,37,1002
SRI2122,Purchase,B2B,50,06-May-2021,AD21B6002165,05-May-2021,R,2015,SUN PHARMA DISTRIBUTORS LTD,VIJAYAWADA,37ABBCS7694H1ZS,16983,0,0,15163.16,1819.58,0,0,0,0,0,0.26,15163.16,1819.58,37,1002
SRI2122,Purchase,B2B,22,12-Apr-2021,DS3610000434,09-Apr-2021,R,2008,EMAMI LIMITED,HYDERABAD,36AAACH7412G1ZU,24637,0,0,21997.23,2639.67,0,0,0,0,0,0.1,21997.23,2639.67,36,1002
SRI2122,Purchase,B2B,8,07-Apr-2021,GSF1,06-Apr-2021,R,2129,SERNEX LIFE SCIENCES,VIJAYAWADA,37ACVFS6620D1ZS,6180,0,0,658.13,78.98,4612.5,830.25,0,0,0,0.14,5270.63,909.23,37,1002
SRI2122,Purchase,B2B,29,21-Apr-2021,GSF30,20-Apr-2021,R,2129,SERNEX LIFE SCIENCES,VIJAYAWADA,37ACVFS6620D1ZS,8316,0,0,1282.5,153.9,5829.75,1049.36,0,0,0,0.49,7112.25,1203.26,37,1002
SRI2122,Purchase,B2B,46,30-Apr-2021,GSF37,27-Apr-2021,R,2129,SERNEX LIFE SCIENCES,VIJAYAWADA,37ACVFS6620D1ZS,1467,0,0,1309.5,157.14,0,0,0,0,0,0.36,1309.5,157.14,37,1002
SRI2122,Purchase,B2B,9,07-Apr-2021,GSF9,06-Apr-2021,R,2129,SERNEX LIFE SCIENCES,VIJAYAWADA,37ACVFS6620D1ZS,5973,0,0,0,0,5061.38,911.05,0,0,0,0.57,5061.38,911.05,37,1002
SRI2122,Purchase,B2B,28,20-Apr-2021,INTG05895,19-Apr-2021,R,2117,FERRING PHARMACEUTICALS PVT LD,HYDERABAD,36AAACF3120H1Z5,39637,0,0,35390.32,4246.84,0,0,0,0,0,-0.16,35390.32,4246.84,36,1002
SRI2122,Purchase,B2B,56,10-May-2021,INTG05950,07-May-2021,R,2117,FERRING PHARMACEUTICALS PVT LD,HYDERABAD,36AAACF3120H1Z5,26679,0,0,23820.6,2858.47,0,0,0,0,0,-0.07,23820.6,2858.47,36,1002
SRI2122,Purchase,B2B,15,10-Apr-2021,KPT0008,07-Apr-2021,R,2035,HEMANT PHARMA,SECUNDERABAD,36AABFH5348B1ZQ,5616,0,0,5014.2,601.7,0,0,0,0,0,0.1,5014.2,601.7,36,1002
SRI2122,Purchase,B2B,14,10-Apr-2021,LS2122/0009,08-Apr-2021,R,2028,EAST WEST PHARMA(I)PVT LTD,VIJAYAWADA,37AAFCE7959N1ZR,19387,0,0,17310,2077.2,0,0,0,0,0,-0.2,17310,2077.2,37,1002
SRI2122,Purchase,B2B,34,23-Apr-2021,LS2122/0028,22-Apr-2021,R,2028,EAST WEST PHARMA(I)PVT LTD,VIJAYAWADA,37AAFCE7959N1ZR,35007,0,0,27522.6,3302.71,3544.2,637.96,0,0,0,-0.47,31066.8,3940.67,37,1002
SRI2122,Purchase,B2B,23,12-Apr-2021,M09EC00016,10-Apr-2021,R,2003,MODI MUNDIPHARMA PVT LTD,HYDERABAD-500044,36AAACM2303F1Z3,6798,0,0,2923.04,350.76,2986.42,537.56,0,0,0,0.22,5909.46,888.32,36,1002
SRI2122,Purchase,B2B,20,12-Apr-2021,M09EC00017,10-Apr-2021,R,2003,MODI MUNDIPHARMA PVT LTD,HYDERABAD-500044,36AAACM2303F1Z3,22140,0,0,16168.09,1940.17,3416.9,615.04,0,0,0,-0.2,19584.99,2555.21,36,1002
SRI2122,Purchase,B2B,43,30-Apr-2021,M09EC00085,29-Apr-2021,R,2003,MODI MUNDIPHARMA PVT LTD,HYDERABAD-500044,36AAACM2303F1Z3,12442,0,0,11108.6,1333.03,0,0,0,0,0,0.37,11108.6,1333.03,36,1002
SRI2122,Purchase,B2B,12,09-Apr-2021,NO0001,06-Apr-2021,R,2111,SRINIVASA DRUGS,HYDERABAD,36ABSPP4627R1ZL,16812,0,0,15010.47,1801.26,0,0,0,0,0,0.27,15010.47,1801.26,36,1002
SRI2122,Purchase,B2B,52,08-May-2021,NO0045,04-May-2021,R,2111,SRINIVASA DRUGS,HYDERABAD,36ABSPP4627R1ZL,27810,0,0,24829.97,2979.6,0,0,0,0,0,0.43,24829.97,2979.6,36,1002
SRI2122,Purchase,B2B,5,07-Apr-2021,PI3622100014,05-Apr-2021,R,2064,MITHRA AGENCIES,HYDERABAD,36AHIPA1686P1ZX,11357.69,0,0,2378.6,285.43,7367.51,1326.15,0,0,0,0,9746.11,1611.58,36,1002
SRI2122,Purchase,B2B,31,22-Apr-2021,PI3622100061,19-Apr-2021,R,2064,MITHRA AGENCIES,HYDERABAD,36AHIPA1686P1ZX,44653.8,0,0,28287.78,3394.53,10992.78,1978.7,0,0,0,0.01,39280.56,5373.23,36,1002
SRI2122,Purchase,B2B,44,30-Apr-2021,PI3622100103,27-Apr-2021,R,2064,MITHRA AGENCIES,HYDERABAD,36AHIPA1686P1ZX,20285.66,0,0,0,0,17191.24,3094.42,0,0,0,0,17191.24,3094.42,36,1002
SRI2122,Purchase,B2B,38,29-Apr-2021,PI3622100104,27-Apr-2021,R,2064,MITHRA AGENCIES,HYDERABAD,36AHIPA1686P1ZX,19319.23,0,0,0,0,16372.23,2947,0,0,0,0,16372.23,2947,36,1002
SRI2122,Purchase,B2B,13,10-Apr-2021,PS2122/00005,08-Apr-2021,R,2001,EAST WEST PHARMA,VIJAYAWADA,37AIVPM2843C3ZZ,1747,0,0,1559.5,187.14,0,0,0,0,0,0.36,1559.5,187.14,37,1002
SRI2122,Purchase,B2B,32,23-Apr-2021,PS2122/00023,22-Apr-2021,R,2001,EAST WEST PHARMA,VIJAYAWADA,37AIVPM2843C3ZZ,8366,0,0,7470,896.4,0,0,0,0,0,-0.4,7470,896.4,37,1002
SRI2122,Purchase,B2B,19,12-Apr-2021,SD000223,08-Apr-2021,R,2142,SAI SRINIVASA MEDICAL CORPORA,HYDERABAD,36ACCFS3863P1ZH,47711,0,0,30705.18,3684.62,11289,2032.02,0,0,0,0.18,41994.18,5716.64,36,1002
SRI2122,Purchase,B2B,21,12-Apr-2021,SD000346,10-Apr-2021,R,2142,SAI SRINIVASA MEDICAL CORPORA,HYDERABAD,36ACCFS3863P1ZH,30236,0,0,0,0,25624,4612.32,0,0,0,-0.32,25624,4612.32,36,1002
SRI2122,Purchase,B2B,26,17-Apr-2021,SD000606,15-Apr-2021,R,2142,SAI SRINIVASA MEDICAL CORPORA,HYDERABAD,36ACCFS3863P1ZH,41945,0,0,10454.3,1254.52,25624,4612.32,0,0,0,-0.14,36078.3,5866.84,36,1002
SRI2122,Purchase,B2B,33,23-Apr-2021,SD001185,20-Apr-2021,R,2142,SAI SRINIVASA MEDICAL CORPORA,HYDERABAD,36ACCFS3863P1ZH,30236,0,0,0,0,25624,4612.32,0,0,0,-0.32,25624,4612.32,36,1002
SRI2122,Purchase,B2B,36,27-Apr-2021,SD001527,22-Apr-2021,R,2142,SAI SRINIVASA MEDICAL CORPORA,HYDERABAD,36ACCFS3863P1ZH,60473,0,0,0,0,51248,9224.64,0,0,0,0.36,51248,9224.64,36,1002
SRI2122,Purchase,B2B,45,30-Apr-2021,SD001615,26-Apr-2021,R,2142,SAI SRINIVASA MEDICAL CORPORA,HYDERABAD,36ACCFS3863P1ZH,42436,0,0,12976.8,1557.22,23646,4256.28,0,0,0,-0.3,36622.8,5813.5,36,1002
SRI2122,Purchase,B2B,39,29-Apr-2021,SD001658,26-Apr-2021,R,2142,SAI SRINIVASA MEDICAL CORPORA,HYDERABAD,36ACCFS3863P1ZH,28961,0,0,17178.5,2061.42,8238,1482.84,0,0,0,0.24,25416.5,3544.26,36,1002
SRI2122,Purchase,B2B,48,30-Apr-2021,SD002168,30-Apr-2021,R,2142,SAI SRINIVASA MEDICAL CORPORA,HYDERABAD,36ACCFS3863P1ZH,30236,0,0,0,0,25624,4612.32,0,0,0,-0.32,25624,4612.32,36,1002
SRI2122,Purchase,B2B,51,06-May-2021,SD002379,03-May-2021,R,2142,SAI SRINIVASA MEDICAL CORPORA,HYDERABAD,36ACCFS3863P1ZH,90709,0,0,0,0,76872,13836.96,0,0,0,0.04,76872,13836.96,36,1002
SRI2122,Purchase,B2B,55,10-May-2021,SD002635,05-May-2021,R,2142,SAI SRINIVASA MEDICAL CORPORA,HYDERABAD,36ACCFS3863P1ZH,19810,0,0,17687.59,2122.51,0,0,0,0,0,-0.1,17687.59,2122.51,36,1002
SRI2122,Purchase,B2B,57,12-May-2021,SD002694,06-May-2021,R,2142,SAI SRINIVASA MEDICAL CORPORA,HYDERABAD,36ACCFS3863P1ZH,11735,0,0,10477.5,1257.3,0,0,0,0,0,0.2,10477.5,1257.3,36,1002
SRI2122,Purchase,B2B,58,13-May-2021,SD003080,10-May-2021,R,2142,SAI SRINIVASA MEDICAL CORPORA,HYDERABAD,36ACCFS3863P1ZH,30236,0,0,0,0,25624,4612.32,0,0,0,-0.32,25624,4612.32,36,1002
SRI2122,Purchase,B2B,60,29-May-2021,SD003382,13-May-2021,R,2142,SAI SRINIVASA MEDICAL CORPORA,HYDERABAD,36ACCFS3863P1ZH,9721,0,0,0,0,8238,1482.84,0,0,0,0.16,8238,1482.84,36,1002
SRI2122,Purchase,B2B,59,29-May-2021,SD003807,17-May-2021,R,2142,SAI SRINIVASA MEDICAL CORPORA,HYDERABAD,36ACCFS3863P1ZH,60473,0,0,0,0,51248,9224.64,0,0,0,0.36,51248,9224.64,36,1002
SRI2122,Purchase,B2B,25,17-Apr-2021,SIT-171,15-Apr-2021,R,2134,SRI SAI PHARMA,VIJAYAWADA-520002,37AAUPI2336R1ZW,34596,0,0,30889.66,3706.76,0,0,0,0,0,-0.42,30889.66,3706.76,37,1002
SRI2122,Purchase,B2B,3,07-Apr-2021,SIT-73,06-Apr-2021,R,2134,SRI SAI PHARMA,VIJAYAWADA-520002,37AAUPI2336R1ZW,35530,0,0,31723.07,3806.77,0,0,0,0,0,0.16,31723.07,3806.77,37,1002
SRI2122,Purchase,B2B,18,12-Apr-2021,SS00004,08-Apr-2021,R,2135,HEALTH PULSE PHARMACEUTICALS,VIJAYAWADA-520011,37AVKPS1040D1ZR,6628,0,0,1745.28,209.43,3960,712.8,0,0,0,0.49,5705.28,922.23,37,1002
SRI2122,Purchase,B2B,10,08-Apr-2021,SUNPHARMA35,08-Apr-2021,R,2126,MURALI KRISHNA ENTERPRISES,RAJAHMUNDRY,37AECPK6215K1ZG,5080,0,0,3824,458.88,674.91,121.48,0,0,0,0.73,4498.91,580.36,37,1002
SRI2122,Purchase,B2B,30,22-Apr-2021,VDMC695,20-Apr-2021,R,2121,VENKATA DURGA MEDICAL CORP,NASARAOPETA,37AAEFV9504G1ZZ,7797,0,0,6111.59,733.39,806.66,145.2,0,0,0,0.16,6918.25,878.59,37,1002
SRI2122,Purchase,B2B,61,29-May-2021,VIJ00L0040,06-May-2021,R,2101,L.C AGENCIES,VIJAYAWADA-520001,37AAGHV9740Q1Z2,155256,0,0,138621.21,16634.55,0,0,0,0,0,0.24,138621.21,16634.55,37,1002
SRI2122,Purchase,B2B,6,07-Apr-2021,VIJ22I0007,02-Apr-2021,R,2101,L.C AGENCIES,VIJAYAWADA-520001,37AAGHV9740Q1Z2,5162,0,0,4609.2,553.1,0,0,0,0,0,-0.3,4609.2,553.1,37,1002
SRI2122,Purchase,B2B,7,07-Apr-2021,VIJ22I0020,06-Apr-2021,R,2101,L.C AGENCIES,VIJAYAWADA-520001,37AAGHV9740Q1Z2,46178,0,0,41230.59,4947.67,0,0,0,0,0,-0.26,41230.59,4947.67,37,1002
SRI2122,Purchase,B2B,27,18-Apr-2021,VIJ22I0031,16-Apr-2021,R,2101,L.C AGENCIES,VIJAYAWADA-520001,37AAGHV9740Q1Z2,51999,0,0,46427.5,5571.3,0,0,0,0,0,0.2,46427.5,5571.3,37,1002
SRI2122,Sales,B2CS,1,01-Apr-2021,1,01-Apr-2021,R,L357,SRI RAJYALAKSHMI MED.STORES,RAJAHMUNDRY,,407,0,0,0,0,345.32,62.16,0,0,0,-0.48,345.32,62.16,37,1004
SRI2122,Sales,B2CS,10,01-Apr-2021,10,01-Apr-2021,R,L161,SRI VENKATA GANESH M/G/S,RAJAHMUNDRY,,827,0,0,350.91,42.11,368.14,66.27,0,0,0,-0.43,719.05,108.38,37,1004
SRI2122,Sales,B2B,100,05-Apr-2021,100,05-Apr-2021,R,L147,SREE JP PHARMACY,RAJAHMUNDRY,37ADXFS7119J1Z7,2934,0,0,2619.69,314.36,0,0,0,0,0,-0.05,2619.69,314.36,37,1004
SRI2122,Sales,B2CS,101,05-Apr-2021,101,05-Apr-2021,R,L199,JAYA DURGA M/G/S,RAJAHMUNDRY,,251,0,0,223.84,26.86,0,0,0,0,0,0.3,223.84,26.86,37,1004
SRI2122,Sales,B2B,102,05-Apr-2021,102,05-Apr-2021,R,L306,MAHA LAKSHMI MEDICALS,RAJAHMUNDRY,37CORPG1673L1ZC,262,0,0,234.33,28.12,0,0,0,0,0,-0.45,234.33,28.12,37,1004
SRI2122,Sales,B2CS,103,05-Apr-2021,103,05-Apr-2021,R,MD65,SRI BALAJI MED/G/STORES,PERAVARAM,,414,0,0,369.37,44.32,0,0,0,0,0,0.31,369.37,44.32,37,1004
SRI2122,Sales,B2B,104,05-Apr-2021,104,05-Apr-2021,R,L256,SRI LAKSHMI GANAPATHI M/G/S(PN,RAJAHMUNDRY,37AECPK6218E1ZQ,5522,0,0,4313.82,517.66,585.4,105.37,0,0,0,-0.25,4899.22,623.03,37,1004
SRI2122,Sales,B2B,105,05-Apr-2021,105,05-Apr-2021,R,L268,SRI SANJEEVINI M/G/ST(BYPASS),RAJAHMUNDRY,37AUDPC7550N2ZB,239,0,0,213.67,25.64,0,0,0,0,0,-0.31,213.67,25.64,37,1004
SRI2122,Sales,B2B,106,05-Apr-2021,106,05-Apr-2021,R,L277,PRADEEP MEDICAL STORES,RAJAHMUNDRY,37ASMPM4157G1ZF,6509,0,0,5812.05,697.45,0,0,0,0,0,-0.5,5812.05,697.45,37,1004
SRI2122,Sales,B2B,107,05-Apr-2021,107,05-Apr-2021,R,L237,PRANAVA MEDICALS,RAJAHMUNDRY,37AOYPG9346R1ZL,1576,0,0,1407.37,168.88,0,0,0,0,0,-0.25,1407.37,168.88,37,1004
SRI2122,Sales,B2B,108,05-Apr-2021,108,05-Apr-2021,R,L204,RATNABALA MEDICAL&GENARAL STOR,RAJAHMUNDRY,37AGIPP2030K1ZC,742,0,0,662.89,79.55,0,0,0,0,0,-0.44,662.89,79.55,37,1004
SRI2122,Sales,B2B,109,05-Apr-2021,109,05-Apr-2021,R,L118,RAM GOPAL MEDICALS,RAJAHMUNDRY,37ALUPK8581H1Z9,401,0,0,358.15,42.98,0,0,0,0,0,-0.13,358.15,42.98,37,1004
SRI2122,Sales,B2CS,11,01-Apr-2021,11,01-Apr-2021,R,L199,JAYA DURGA M/G/S,RAJAHMUNDRY,,416,0,0,300.72,36.09,66.78,12.02,0,0,0,0.39,367.5,48.11,37,1004
SRI2122,Sales,B2B,110,05-Apr-2021,110,05-Apr-2021,R,2016,SNEHITHA MEDICAL AGENCIES,RAJAHMUNDRY,37ADIFS1476M1ZG,42415,0,0,37870.53,4544.46,0,0,0,0,0,0.01,37870.53,4544.46,37,1004
SRI2122,Sales,B2B,111,05-Apr-2021,111,05-Apr-2021,R,L119,AMAR MEDICALS,RAJAHMUNDRY,37AAGFA1007R1ZD,1671,0,0,1491.88,179.03,0,0,0,0,0,0.09,1491.88,179.03,37,1004
SRI2122,Sales,B2B,112,06-Apr-2021,112,06-Apr-2021,R,L163,KANKATALA PHARMACY&GEN/STORES,RAJAHMUNDRY,37BXFPK7472M2ZR,645,0,0,575.89,69.11,0,0,0,0,0,0,575.89,69.11,37,1004
SRI2122,Sales,B2B,113,06-Apr-2021,113,06-Apr-2021,R,2118,SREE RAMA MEDICAL STORES,RAJAHMUNDRY,37AALFS8103M1ZP,1721,0,0,1537,184.44,0,0,0,0,0,-0.44,1537,184.44,37,1004
SRI2122,Sales,B2B,114,06-Apr-2021,114,06-Apr-2021,R,2118,SREE RAMA MEDICAL STORES,RAJAHMUNDRY,37AALFS8103M1ZP,8990,0,0,8026.43,963.17,0,0,0,0,0,0.4,8026.43,963.17,37,1004
SRI2122,Sales,B2B,115,06-Apr-2021,115,06-Apr-2021,C,L253,APOLLO PHARMACIES LIMITED,RAJAHMUNDRY,37AAPCA5954P1ZQ,2010,0,0,1794.87,215.38,0,0,0,0,0,-0.25,1794.87,215.38,37,1004
SRI2122,Sales,B2CS,116,06-Apr-2021,116,06-Apr-2021,R,L269,MEDICINES PLAZA,RAJAHMUNDRY,,3989,0,0,3561.26,427.35,0,0,0,0,0,0.39,3561.26,427.35,37,1004
SRI2122,Sales,B2B,117,06-Apr-2021,117,06-Apr-2021,R,L215,SREYA MEDICALS,RAJAHMUNDRY,37AFTPA3861R1ZN,782,0,0,698.4,83.81,0,0,0,0,0,-0.21,698.4,83.81,37,1004
SRI2122,Sales,B2B,118,06-Apr-2021,118,06-Apr-2021,R,L272,KAMAKSHI M/G/S,RAJAHMUNDRY,37AEUPT4914N1ZH,1157,0,0,305.03,36.6,690.64,124.32,0,0,0,0.41,995.67,160.92,37,1004
SRI2122,Sales,B2B,119,06-Apr-2021,119,06-Apr-2021,R,L279,RACHANA MEDICALS,RAJAHMUNDRY,37BKWPP4833R1ZV,2018,0,0,346.77,41.61,1381.28,248.63,0,0,0,-0.29,1728.05,290.24,37,1004
SRI2122,Sales,B2B,12,01-Apr-2021,12,01-Apr-2021,R,L107,SREE SANJEEVI MEDICAL STORES,RAJAHMUNDRY,37AIXPS0055J1ZM,631,0,0,563.7,67.64,0,0,0,0,0,-0.34,563.7,67.64,37,1004
SRI2122,Sales,B2B,120,06-Apr-2021,120,06-Apr-2021,R,L283,KIFY PHARMACY,RAJAHMUNDRY,37AAMHK6641M1ZL,5001,0,0,4465,535.8,0,0,0,0,0,0.2,4465,535.8,37,1004
SRI2122,Sales,B2B,121,06-Apr-2021,121,06-Apr-2021,R,L313,SINDHU MEDICALS,RAJAHMUNDRY,37ARXPV1247J1ZX,1166,0,0,1041.24,124.95,0,0,0,0,0,-0.19,1041.24,124.95,37,1004
SRI2122,Sales,B2CS,122,06-Apr-2021,122,06-Apr-2021,R,L345,VIKAS M/G/STORES,RAJAHMUNDRY,,1772,0,0,1582.4,189.89,0,0,0,0,0,-0.29,1582.4,189.89,37,1004
SRI2122,Sales,B2CS,123,06-Apr-2021,123,06-Apr-2021,R,L315,NEW USHASRI MED/G/STORES,RAJAHMUNDRY,,807,0,0,530.56,63.67,180.35,32.46,0,0,0,-0.04,710.91,96.13,37,1004
SRI2122,Sales,B2B,124,06-Apr-2021,124,06-Apr-2021,R,L342,VENKATA KRISHNA MEDICALS,RAJAHMUNDRY,37AWOPM3870A1ZF,596,138.22,6.91,0,0,382.08,68.77,0,0,0,0.02,520.3,75.68,37,1004
SRI2122,Sales,B2B,125,06-Apr-2021,125,06-Apr-2021,R,L191,SAI NAVAJEEVAN GENRIC MED/G/S,RAJAHMUNDRY,37BASPV8770R1Z2,1952,0,0,1015.18,121.82,690.64,124.32,0,0,0,0.04,1705.82,246.14,37,1004
SRI2122,Sales,B2B,126,06-Apr-2021,126,06-Apr-2021,R,L106,SRI HARSHA MEDICALS,RAJAHMUNDRY,37BBBPM3958A1ZT,817,0,0,729.61,87.55,0,0,0,0,0,-0.16,729.61,87.55,37,1004
SRI2122,Sales,B2CS,127,06-Apr-2021,127,06-Apr-2021,R,L145,SRI HARI SHANKAR M/G/STORES,RAJAHMUNDRY,,314,0,0,0,0,266.41,47.95,0,0,0,-0.36,266.41,47.95,37,1004
SRI2122,Sales,B2B,128,06-Apr-2021,128,06-Apr-2021,R,L111,AMAR KANAKALAKSHMI MEDICALS,RAJAHMUNDRY,37ADAPT9140K1Z5,896,0,0,800.2,96.02,0,0,0,0,0,-0.22,800.2,96.02,37,1004
SRI2122,Sales,B2B,129,06-Apr-2021,129,06-Apr-2021,R,L203,LIFE MEDICAL STORES,RAJAHMUNDRY,37AAIFL8257E1Z1,1376,0,0,1228.46,147.42,0,0,0,0,0,0.12,1228.46,147.42,37,1004
SRI2122,Sales,B2B,13,01-Apr-2021,13,01-Apr-2021,R,L272,KAMAKSHI M/G/S,RAJAHMUNDRY,37AEUPT4914N1ZH,444,0,0,396.46,47.58,0,0,0,0,0,-0.04,396.46,47.58,37,1004
SRI2122,Sales,B2CS,130,06-Apr-2021,130,06-Apr-2021,C,9999,SRINIVASA MEDICAL&GEN/STORES,KESAVARM,,326,0,0,291,34.92,0,0,0,0,0,0.08,291,34.92,37,1004
SRI2122,Sales,B2B,131,06-Apr-2021,131,06-Apr-2021,R,L105,SIDDHARDHA MEDICALS,RAJAHMUNDRY,37AVSPD6896Q1Z9,2977,0,0,1075.87,129.1,1502.12,270.38,0,0,0,-0.47,2577.99,399.48,37,1004
SRI2122,Sales,B2B,132,06-Apr-2021,132,06-Apr-2021,R,2022,VISWANADHA MEDICAL AGENCIES,RAJAHMUNDRY,37BIEPS8984E1ZL,6697,0,0,5979.68,717.56,0,0,0,0,0,-0.24,5979.68,717.56,37,1004
SRI2122,Sales,B2CS,133,06-Apr-2021,133,06-Apr-2021,R,MD51,SRI SAI TEJA M/F/ST,DOWLAISWARAM,,567,0,0,506.58,60.79,0,0,0,0,0,-0.37,506.58,60.79,37,1004
SRI2122,Sales,B2B,134,07-Apr-2021,134,07-Apr-2021,R,L287,ANJAN MEDICALS(DVP),RAJAHMUDRY,37AQDPN3789Q1ZU,7043,0,0,6288.73,754.65,0,0,0,0,0,-0.38,6288.73,754.65,37,1004
SRI2122,Sales,B2CS,135,07-Apr-2021,135,07-Apr-2021,R,L257,RAJA RAJESWARI MEDICAL&GEN STS,RAJAHMUNDRY,,4000,0,0,3571.09,428.53,0,0,0,0,0,0.38,3571.09,428.53,37,1004
SRI2122,Sales,B2B,136,07-Apr-2021,136,07-Apr-2021,R,L215,SREYA MEDICALS,RAJAHMUNDRY,37AFTPA3861R1ZN,1330,0,0,1187.28,142.47,0,0,0,0,0,0.25,1187.28,142.47,37,1004
SRI2122,Sales,B2B,137,07-Apr-2021,137,07-Apr-2021,R,L204,RATNABALA MEDICAL&GENARAL STOR,RAJAHMUNDRY,37AGIPP2030K1ZC,674,0,0,601.58,72.19,0,0,0,0,0,0.23,601.58,72.19,37,1004
SRI2122,Sales,B2B,138,07-Apr-2021,138,07-Apr-2021,R,L223,COASTAL MEDICALS,RAJAHMUNDRY,37AAKHB9701P1ZR,1877,0,0,1676.16,201.14,0,0,0,0,0,-0.3,1676.16,201.14,37,1004
