GSTIN,SUPPLIER,INVNO,TYPE,INVDATE,INVAMT,STATE,REV,TAX,TAXABUL,IGST,CGST,SGST,CSS,STATUS,MON
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,358361050,R,24-04-2019,78810,Andhra Pradesh,N,5,835.5,0,20.89,20.89,0,Submitted,Apr-19
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,950744928,R,09-04-2019,87158,Andhra Pradesh,N,5,2525.76,0,63.14,63.14,0,Submitted,Apr-19
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,950745537,R,24-04-2019,64256,Andhra Pradesh,N,5,1617.59,0,40.44,40.44,0,Submitted,Apr-19
37AAACC1450B1ZD,CIPLA LIMITED,1104101540,R,08-04-2019,74932,Andhra Pradesh,N,5,4513.57,0,112.84,112.84,0,Submitted,Apr-19
37AAACC1450B1ZD,CIPLA LIMITED,1104102178,R,20-04-2019,9906,Andhra Pradesh,N,5,1749.97,0,43.75,43.75,0,Submitted,Apr-19
37AAACC1450B1ZD,CIPLA LIMITED,1104102509,R,25-04-2019,1868,Andhra Pradesh,N,5,1779.04,0,44.48,44.48,0,Submitted,Apr-19
37AAACC1450B1ZD,CIPLA LIMITED,1104102662,R,26-04-2019,95322,Andhra Pradesh,N,5,26143.47,0,653.59,653.59,0,Submitted,Apr-19
37AIVPM2843C3ZZ,BALARAMAN MOHANKUMAR,PS1920/00030,R,24-04-2019,48053,Andhra Pradesh,N,5,1282,0,32.05,32.05,0,Submitted,Apr-19
37AAACL1069K1ZE,LUPIN LIMITED,5170153453,R,01-04-2019,334006,Andhra Pradesh,N,5,2384.02,0,59.6,59.6,0,Submitted,Apr-19
37AAACL1069K1ZE,LUPIN LIMITED,5170154298,R,13-04-2019,5715,Andhra Pradesh,N,5,5442.71,0,136.06,136.06,0,Submitted,Apr-19
37AAACL1069K1ZE,LUPIN LIMITED,5170154315,R,13-04-2019,188454,Andhra Pradesh,N,5,7078.42,0,176.96,176.96,0,Submitted,Apr-19
37AAACL1069K1ZE,LUPIN LIMITED,5170155295,R,25-04-2019,7938,Andhra Pradesh,N,5,6531.26,0,163.28,163.28,0,Submitted,Apr-19
37AAACL1069K1ZE,LUPIN LIMITED,5170155613,R,27-04-2019,9144,Andhra Pradesh,N,5,8708.34,0,217.7,217.7,0,Submitted,Apr-19
37AACCM1861C1ZS,MAGNET LABS PRIVATE LIMITED,648008815,R,01-04-2019,80349,Andhra Pradesh,N,12,68951.26,0,4137.1,4137.1,0,Submitted,Apr-19
37AACCM1861C1ZS,MAGNET LABS PRIVATE LIMITED,648008816,R,01-04-2019,970,Andhra Pradesh,N,12,866.08,0,51.96,51.96,0,Submitted,Apr-19
36AADCP8985B1Z5,PFIZER PRODUCTS INDIA PRIVATE LIMITED,7094013674,R,25-04-2019,5302,Andhra Pradesh,N,12,4733.84,568.06,0,0,0,Submitted,Apr-19
37ABJFM3820G1ZA,MAC ASSOCIATES,I19-00069,R,10-04-2019,93110,Andhra Pradesh,N,12,83133.6,0,4988.02,4988.02,0,Submitted,Apr-19
37ABJFM3820G1ZA,MAC ASSOCIATES,I19-00305,R,25-04-2019,127065,Andhra Pradesh,N,12,98302.11,0,5898.13,5898.13,0,Submitted,Apr-19
37ABJFM3820G1ZA,MAC ASSOCIATES,I19-00328,R,25-04-2019,56991,Andhra Pradesh,N,12,6910.22,0,414.61,414.61,0,Submitted,Apr-19
37ABJFM3820G1ZA,MAC ASSOCIATES,I19-00334,R,25-04-2019,95113,Andhra Pradesh,N,12,84922.14,0,5095.33,5095.33,0,Submitted,Apr-19
37ABJFM3820G1ZA,MAC ASSOCIATES,I19-00438,R,27-04-2019,36294,Andhra Pradesh,N,12,32405.62,0,1944.34,1944.34,0,Submitted,Apr-19
37ABJFM3820G1ZA,MAC ASSOCIATES,I19-00482,R,29-04-2019,3974,Andhra Pradesh,N,12,3548.4,0,212.9,212.9,0,Submitted,Apr-19
37ABJFM3820G1ZA,MAC ASSOCIATES,I19-00606,R,30-04-2019,7590,Andhra Pradesh,N,12,6776.65,0,406.6,406.6,0,Submitted,Apr-19
37ABJFM3820G1ZA,MAC ASSOCIATES,I19-00782,R,30-04-2019,52456,Andhra Pradesh,N,12,46835.26,0,2810.12,2810.12,0,Submitted,Apr-19
37AAACC0444K1ZU,CENTAUR PHARMACEUTICALS PRIVATE LIMITED,19IBT00088,R,23-04-2019,172772,Andhra Pradesh,N,12,154260.48,0,9255.62,9255.62,0,Submitted,Apr-19
37AAACC0444K1ZU,CENTAUR PHARMACEUTICALS PRIVATE LIMITED,19IBT00158,R,27-04-2019,278092,Andhra Pradesh,N,12,248296.8,0,14897.8,14897.8,0,Submitted,Apr-19
37ACZPK6524E1Z6,SAILAJA  KURMALA,SIG145,R,09-04-2019,91715,Andhra Pradesh,N,12,81888.84,0,4913.33,4913.33,0,Submitted,Apr-19
37ACZPK6524E1Z6,SAILAJA  KURMALA,SIG328,R,20-04-2019,1024,Andhra Pradesh,N,12,914.22,0,54.85,54.85,0,Submitted,Apr-19
37ACZPK6524E1Z6,SAILAJA  KURMALA,SIG329,R,20-04-2019,35588,Andhra Pradesh,N,12,31774.86,0,1906.49,1906.49,0,Submitted,Apr-19
37ACZPK6524E1Z6,SAILAJA  KURMALA,SIG489,R,27-04-2019,119775,Andhra Pradesh,N,12,106941.96,0,6416.52,6416.52,0,Submitted,Apr-19
37AAACI1220M1ZS,IPCA LABORATORIES LIMITED,158LS9000015,R,01-04-2019,264028.07,Andhra Pradesh,N,12,193636.65,0,11618.21,11618.21,0,Submitted,Apr-19
37AAACI1220M1ZS,IPCA LABORATORIES LIMITED,158LS9000470,R,13-04-2019,97766.74,Andhra Pradesh,N,12,81091.84,0,4865.5,4865.5,0,Submitted,Apr-19
37AAACI1220M1ZS,IPCA LABORATORIES LIMITED,158LS9000682,R,18-04-2019,29023.24,Andhra Pradesh,N,12,1568.6,0,94.12,94.12,0,Submitted,Apr-19
37AAACI1220M1ZS,IPCA LABORATORIES LIMITED,158LS9000897,R,25-04-2019,89935.78,Andhra Pradesh,N,12,73394.18,0,4403.67,4403.67,0,Submitted,Apr-19
37AAACI1220M1ZS,IPCA LABORATORIES LIMITED,158LS9001159,R,30-04-2019,88086.22,Andhra Pradesh,N,12,73058.38,0,4383.5,4383.5,0,Submitted,Apr-19
37AAACI1220M1ZS,IPCA LABORATORIES LIMITED,158LS9001180,R,30-04-2019,56529.54,Andhra Pradesh,N,12,50472.8,0,3028.37,3028.37,0,Submitted,Apr-19
37AAACG4414B1Z7,GLAXOSMITHKLINE PHARMACEUTICALS LIMITED,191026240286,R,12-04-2019,12938.71,Andhra Pradesh,N,12,11182.77,0,670.96,670.96,0,Submitted,Apr-19
37AAACG4414B1Z7,GLAXOSMITHKLINE PHARMACEUTICALS LIMITED,191026240291,R,12-04-2019,8157.4,Andhra Pradesh,N,12,7283.4,0,437,437,0,Submitted,Apr-19
37AAACG4414B1Z7,GLAXOSMITHKLINE PHARMACEUTICALS LIMITED,191026240980,R,26-04-2019,13438.78,Andhra Pradesh,N,12,11998.9,0,719.94,719.94,0,Submitted,Apr-19
37AAACG4414B1Z7,GLAXOSMITHKLINE PHARMACEUTICALS LIMITED,191026240981,R,26-04-2019,1207.98,Andhra Pradesh,N,12,1078.56,0,64.71,64.71,0,Submitted,Apr-19
37AAACG4414B1Z7,GLAXOSMITHKLINE PHARMACEUTICALS LIMITED,191026240982,R,26-04-2019,2719.14,Andhra Pradesh,N,12,2427.8,0,145.67,145.67,0,Submitted,Apr-19
37AAACG4414B1Z7,GLAXOSMITHKLINE PHARMACEUTICALS LIMITED,191026241358,R,29-04-2019,22734.57,Andhra Pradesh,N,12,20298.73,0,1217.92,1217.92,0,Submitted,Apr-19
37AAACG4414B1Z7,GLAXOSMITHKLINE PHARMACEUTICALS LIMITED,191026241396,R,30-04-2019,9386.82,Andhra Pradesh,N,12,8381.1,0,502.86,502.86,0,Submitted,Apr-19
37AAACG4414B1Z7,GLAXOSMITHKLINE PHARMACEUTICALS LIMITED,191026241397,R,30-04-2019,3623.96,Andhra Pradesh,N,12,3235.68,0,194.14,194.14,0,Submitted,Apr-19
37AAACT5456A1ZK,TORRENT PHARMACEUTICALS LIMITE D,AP0200000292,R,04-04-2019,4294,Andhra Pradesh,N,12,3833.92,0,230.04,230.04,0,Submitted,Apr-19
37AAACT5456A1ZK,TORRENT PHARMACEUTICALS LIMITE D,AP0200000944,R,13-04-2019,3119,Andhra Pradesh,N,12,2784.8,0,167.1,167.1,0,Submitted,Apr-19
37AAACT5456A1ZK,TORRENT PHARMACEUTICALS LIMITE D,AP0200000945,R,13-04-2019,113990,Andhra Pradesh,N,12,101776.8,0,6106.6,6106.6,0,Submitted,Apr-19
37AAACT5456A1ZK,TORRENT PHARMACEUTICALS LIMITE D,AP0200001211,R,17-04-2019,673,Andhra Pradesh,N,12,600.86,0,36.07,36.07,0,Submitted,Apr-19
37AAACT5456A1ZK,TORRENT PHARMACEUTICALS LIMITE D,AP0200002286,R,27-04-2019,99820,Andhra Pradesh,N,12,89125.04,0,5347.48,5347.48,0,Submitted,Apr-19
37AAECI5222K1ZI,INSULA PHARMACEUTICALS PRIVATE LIMITED,API0006,R,04-04-2019,65163,Andhra Pradesh,N,12,58181.31,0,3490.88,3490.88,0,Submitted,Apr-19
37AAECI5222K1ZI,INSULA PHARMACEUTICALS PRIVATE LIMITED,API0100,R,20-04-2019,920,Andhra Pradesh,N,12,821.61,0,49.3,49.3,0,Submitted,Apr-19
37AAECI5222K1ZI,INSULA PHARMACEUTICALS PRIVATE LIMITED,API0108,R,22-04-2019,1145,Andhra Pradesh,N,12,1022.18,0,61.33,61.33,0,Submitted,Apr-19
37AAECI5222K1ZI,INSULA PHARMACEUTICALS PRIVATE LIMITED,API0160,R,30-04-2019,32006,Andhra Pradesh,N,12,28576.44,0,1714.59,1714.59,0,Submitted,Apr-19
37ALIPG2380E1ZA,KOTESWARI  GUTHULA,CR00016,R,02-04-2019,25256,Andhra Pradesh,N,12,22482.8,0,1348.97,1348.97,0,Submitted,Apr-19
37ALIPG2380E1ZA,KOTESWARI  GUTHULA,CR00030,R,05-04-2019,7378,Andhra Pradesh,N,12,6587.8,0,395.27,395.27,0,Submitted,Apr-19
37ALIPG2380E1ZA,KOTESWARI  GUTHULA,CR00032,R,05-04-2019,4998,Andhra Pradesh,N,12,4462.5,0,267.75,267.75,0,Submitted,Apr-19
37ALIPG2380E1ZA,KOTESWARI  GUTHULA,CR00041,R,06-04-2019,3947,Andhra Pradesh,N,12,3523.8,0,211.43,211.43,0,Submitted,Apr-19
37ALIPG2380E1ZA,KOTESWARI  GUTHULA,CR00084,R,18-04-2019,61703,Andhra Pradesh,N,12,51593.56,0,3095.61,3095.61,0,Submitted,Apr-19
37ALIPG2380E1ZA,KOTESWARI  GUTHULA,CR00085,R,18-04-2019,7824,Andhra Pradesh,N,12,4909.8,0,294.59,294.59,0,Submitted,Apr-19
37ALIPG2380E1ZA,KOTESWARI  GUTHULA,CR00099,R,23-04-2019,6616,Andhra Pradesh,N,12,1956.9,0,117.41,117.41,0,Submitted,Apr-19
37ALIPG2380E1ZA,KOTESWARI  GUTHULA,CR00122,R,26-04-2019,4977,Andhra Pradesh,N,12,4444,0,266.64,266.64,0,Submitted,Apr-19
37ALIPG2380E1ZA,KOTESWARI  GUTHULA,CR00123,R,27-04-2019,5534,Andhra Pradesh,N,12,4941,0,296.46,296.46,0,Submitted,Apr-19
37ALIPG2380E1ZA,KOTESWARI  GUTHULA,CR00131,R,30-04-2019,4720,Andhra Pradesh,N,12,4214.4,0,252.86,252.86,0,Submitted,Apr-19
37AABCL3646F1ZL,LIFESTAR PHARMA PRIVATE LIMITED,716019053,R,03-04-2019,73805,Andhra Pradesh,N,12,49714.64,0,2982.88,2982.88,0,Submitted,Apr-19
37AABCL3646F1ZL,LIFESTAR PHARMA PRIVATE LIMITED,716019504,R,25-04-2019,20604,Andhra Pradesh,N,12,10366.22,0,621.97,621.97,0,Submitted,Apr-19
36AAACJ0866E1ZS,JOHNSON & JOHNSON PRIVATE LIMITED,4101013142,R,25-04-2019,40794.48,Andhra Pradesh,N,12,36423.65,4370.83,0,0,0,Submitted,Apr-19
36AAACJ0866E1ZS,JOHNSON & JOHNSON PRIVATE LIMITED,4101013143,R,25-04-2019,46740.64,Andhra Pradesh,N,12,41732.71,5007.93,0,0,0,Submitted,Apr-19
36AAACJ0866E1ZS,JOHNSON & JOHNSON PRIVATE LIMITED,4101013159,R,25-04-2019,83094.47,Andhra Pradesh,N,12,74191.49,8902.98,0,0,0,Submitted,Apr-19
36AAACJ0866E1ZS,JOHNSON & JOHNSON PRIVATE LIMITED,4101013160,R,25-04-2019,44111.97,Andhra Pradesh,N,12,39385.7,4726.27,0,0,0,Submitted,Apr-19
36AAACJ0866E1ZS,JOHNSON & JOHNSON PRIVATE LIMITED,4101013300,R,30-04-2019,17759.71,Andhra Pradesh,N,12,15856.89,1902.82,0,0,0,Submitted,Apr-19
36AAACJ0866E1ZS,JOHNSON & JOHNSON PRIVATE LIMITED,4101013301,R,30-04-2019,121027.53,Andhra Pradesh,N,12,108060.29,12967.24,0,0,0,Submitted,Apr-19
37ARLPP0467E1ZM,MAHALAKSHMI  PANDIRI,59,R,30-04-2019,10752,Andhra Pradesh,N,12,9600,0,576,576,0,Submitted,Apr-19
37AAICA5591M1Z2,ALEMBIC PHARMACEUTICALS LIMITED,SI1937100300,R,13-04-2019,20406,Andhra Pradesh,N,12,18219.66,0,1093.17,1093.17,0,Submitted,Apr-19
37AAICA5591M1Z2,ALEMBIC PHARMACEUTICALS LIMITED,SI1937100778,R,26-04-2019,17064,Andhra Pradesh,N,12,15235.76,0,914.12,914.12,0,Submitted,Apr-19
37AEYPM9456J1ZD,NAGAVENKATA NAVEEN KUMAR MANYAM,GST-238,R,10-04-2019,23110,Andhra Pradesh,N,12,1312.5,0,78.75,78.75,0,Submitted,Apr-19
37AADFE3892M3ZV,EAST WEST PHARMA,FS1920/00027,R,24-04-2019,3651,Andhra Pradesh,N,12,3259.5,0,195.57,195.57,0,Submitted,Apr-19
37AADFE3892M3ZV,EAST WEST PHARMA,FS1920/00033,R,30-04-2019,1735,Andhra Pradesh,N,12,1549.5,0,92.97,92.97,0,Submitted,Apr-19
37AAEFV9504G1ZZ,VENKATA DURGA MEDICAL CORPORATION,WS1039,R,30-04-2019,20520,Andhra Pradesh,N,12,18321.54,0,1099.29,1099.29,0,Submitted,Apr-19
37ACUPV3625N1ZL,KUMUDINI RANI VEMULA,ZSL0040,R,25-04-2019,2051,Andhra Pradesh,N,12,1332.6,0,79.96,79.96,0,Submitted,Apr-19
37AAYPN5693C1Z0,RAMA  NEELILAKSHMI,DS100076,R,18-04-2019,56407,Andhra Pradesh,N,12,31888.51,0,1913.31,1913.31,0,Submitted,Apr-19
36AAJCA7142F1ZR,OAKNET HEALTHCARE PRIVATE LIMITED,1911000010,R,01-04-2019,29217.1,Andhra Pradesh,N,12,23405.9,2808.71,0,0,0,Submitted,Apr-19
36AAJCA7142F1ZR,OAKNET HEALTHCARE PRIVATE LIMITED,1911000011,R,01-04-2019,4480,Andhra Pradesh,N,12,4000,480,0,0,0,Submitted,Apr-19
36AAJCA7142F1ZR,OAKNET HEALTHCARE PRIVATE LIMITED,1911000209,R,18-04-2019,1072.81,Andhra Pradesh,N,12,957.87,114.94,0,0,0,Submitted,Apr-19
36AAJCA7142F1ZR,OAKNET HEALTHCARE PRIVATE LIMITED,1911000482,R,29-04-2019,6258.84,Andhra Pradesh,N,12,5588.25,670.59,0,0,0,Submitted,Apr-19
36AAJCA7142F1ZR,OAKNET HEALTHCARE PRIVATE LIMITED,1911000564,R,30-04-2019,5993.9,Andhra Pradesh,N,12,5351.7,642.2,0,0,0,Submitted,Apr-19
37AABCA9317J2ZI,ADITYA MEDISALES LIMITED,AD1902603049,R,25-04-2019,17615,Andhra Pradesh,N,12,15727.76,0,943.66,943.66,0,Submitted,Apr-19
37AABCA9317J2ZI,ADITYA MEDISALES LIMITED,AD1902603050,R,25-04-2019,3635,Andhra Pradesh,N,12,3245.88,0,194.75,194.75,0,Submitted,Apr-19
37AABCA9317J2ZI,ADITYA MEDISALES LIMITED,AD1902603073,R,25-04-2019,73275,Andhra Pradesh,N,12,65424.28,0,3925.45,3925.45,0,Submitted,Apr-19
37AABCA9317J2ZI,ADITYA MEDISALES LIMITED,AD1902603379,R,26-04-2019,2009,Andhra Pradesh,N,12,1793.57,0,107.61,107.61,0,Submitted,Apr-19
37AABCA9317J2ZI,ADITYA MEDISALES LIMITED,AD1902603985,R,29-04-2019,2650,Andhra Pradesh,N,12,2365.71,0,141.94,141.94,0,Submitted,Apr-19
36AAACK5675N1ZZ,KARNATAKA ANTIBIOTICS & PHARMACEUTICALS LTD,SEC-2020I00249,R,30-04-2019,32404.18,Andhra Pradesh,N,12,28932.3,3471.88,0,0,0,Submitted,Apr-19
36AAACH2736F1ZV,SANOFI INDIA LIMITED,3839193974,R,01-04-2019,51513,Andhra Pradesh,N,12,45993.81,5519.26,0,0,0,Submitted,Apr-19
36AAACH2736F1ZV,SANOFI INDIA LIMITED,3839194461,R,12-04-2019,53180,Andhra Pradesh,N,12,44413.89,5329.67,0,0,0,Submitted,Apr-19
36AAACH2736F1ZV,SANOFI INDIA LIMITED,3839571425,R,01-04-2019,33255,Andhra Pradesh,N,12,29691.99,3563.04,0,0,0,Submitted,Apr-19
36AAACH2736F1ZV,SANOFI INDIA LIMITED,3839571690,R,12-04-2019,48368,Andhra Pradesh,N,12,43185.71,5182.29,0,0,0,Submitted,Apr-19
37AAACH2914F1ZX,NOVARTIS INDIA LIMITED,1017547154,R,08-04-2019,2589,Andhra Pradesh,N,12,2311.6,0,138.7,138.7,0,Submitted,Apr-19
37AAACH2914F1ZX,NOVARTIS INDIA LIMITED,1017547369,R,25-04-2019,2666.94,Andhra Pradesh,N,12,2381.2,0,142.87,142.87,0,Submitted,Apr-19
37AAACH2914F1ZX,NOVARTIS INDIA LIMITED,1060525770,R,25-04-2019,7509.6,Andhra Pradesh,N,12,6705,0,402.3,402.3,0,Submitted,Apr-19
37AHOPD2871M1ZV,LAKSHMI SRINIVASA BABU DINTAKURTHY,LD1920-0030,R,27-04-2019,16142,Andhra Pradesh,N,12,14412.5,0,864.75,864.75,0,Submitted,Apr-19
37BZXPD2315J1Z3,SUBRAHMANYAM  DRAKSHARAPU,ST00064,R,07-04-2019,2233,Andhra Pradesh,N,12,1088.52,0,65.31,65.31,0,Submitted,Apr-19
37BZXPD2315J1Z3,SUBRAHMANYAM  DRAKSHARAPU,ST00065,R,07-04-2019,968,Andhra Pradesh,N,12,864.04,0,51.84,51.84,0,Submitted,Apr-19
37BZXPD2315J1Z3,SUBRAHMANYAM  DRAKSHARAPU,ST00129,R,14-04-2019,1631,Andhra Pradesh,N,12,1456.34,0,87.38,87.38,0,Submitted,Apr-19
37AAACG1895Q1ZX,ZYDUS HEALTHCARE LIMITED,5411957281,R,05-04-2019,10465.23,Andhra Pradesh,N,12,9343.95,0,560.64,560.64,0,Submitted,Apr-19
37AAACG1895Q1ZX,ZYDUS HEALTHCARE LIMITED,5411957654,R,12-04-2019,47817.01,Andhra Pradesh,N,12,42693.75,0,2561.63,2561.63,0,Submitted,Apr-19
37AAACG1895Q1ZX,ZYDUS HEALTHCARE LIMITED,5411957672,R,12-04-2019,52634.4,Andhra Pradesh,N,12,46995,0,2819.7,2819.7,0,Submitted,Apr-19
37AAACG1895Q1ZX,ZYDUS HEALTHCARE LIMITED,5411958304,R,22-04-2019,95634,Andhra Pradesh,N,12,85387.5,0,5123.25,5123.25,0,Submitted,Apr-19
37AAACG1895Q1ZX,ZYDUS HEALTHCARE LIMITED,5411958331,R,22-04-2019,52634.4,Andhra Pradesh,N,12,46995,0,2819.7,2819.7,0,Submitted,Apr-19
37AAECJ2012J1ZT,JALKS PHARMACEUTICALS PRIVATE LIMITED,J-WS106,R,25-04-2019,7346,Andhra Pradesh,N,12,6558.5,0,393.51,393.51,0,Submitted,Apr-19
37AAECJ2012J1ZT,JALKS PHARMACEUTICALS PRIVATE LIMITED,J-WS77,R,19-04-2019,26856,Andhra Pradesh,N,12,23978.9,0,1438.73,1438.73,0,Submitted,Apr-19
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,358359607,R,01-04-2019,169408,Andhra Pradesh,N,12,139209.44,0,8352.53,8352.53,0,Submitted,Apr-19
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,358360076,R,08-04-2019,58205,Andhra Pradesh,N,12,51968.78,0,3118.11,3118.11,0,Submitted,Apr-19
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,358360870,R,19-04-2019,32662,Andhra Pradesh,N,12,29162.48,0,1749.76,1749.76,0,Submitted,Apr-19
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,358361050,R,24-04-2019,78810,Andhra Pradesh,N,12,62379.43,0,3742.79,3742.79,0,Submitted,Apr-19
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,950744419,R,01-04-2019,178543,Andhra Pradesh,N,12,148482.56,0,8908.94,8908.94,0,Submitted,Apr-19
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,950744420,R,01-04-2019,86688,Andhra Pradesh,N,12,77400,0,4644,4644,0,Submitted,Apr-19
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,950744928,R,09-04-2019,87158,Andhra Pradesh,N,12,71284.93,0,4277.08,4277.08,0,Submitted,Apr-19
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,950745537,R,24-04-2019,64256,Andhra Pradesh,N,12,53838.67,0,3230.32,3230.32,0,Submitted,Apr-19
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,950745677,R,26-04-2019,75580,Andhra Pradesh,N,12,66093.22,0,3965.58,3965.58,0,Submitted,Apr-19
37AZIPM8579M1ZA,JAYANAGAKRISHNA  MANEPALLI,GST86,R,05-04-2019,46041,Andhra Pradesh,N,12,41107.66,0,2466.46,2466.46,0,Submitted,Apr-19
36AAACI0380C1Z4,INDOCO REMEDIES LIMITED,INV1920VT0798,R,25-04-2019,52133.54,Andhra Pradesh,N,12,37542.17,4505.06,0,0,0,Submitted,Apr-19
36AAACI0380C1Z4,INDOCO REMEDIES LIMITED,INV1920VT0814,R,25-04-2019,28041.43,Andhra Pradesh,N,12,21488.33,2578.6,0,0,0,Submitted,Apr-19
36AAACI0380C1Z4,INDOCO REMEDIES LIMITED,INV1920VT1131,R,30-04-2019,58765.06,Andhra Pradesh,N,12,43463.17,5215.58,0,0,0,Submitted,Apr-19
36AAACI0380C1Z4,INDOCO REMEDIES LIMITED,INV1920VT1429,R,30-04-2019,28675.92,Andhra Pradesh,N,12,25603.5,3072.42,0,0,0,Submitted,Apr-19
