GSTIN,SUPPLIER,INVNO,TYPE,INVDATE,INVAMT,STATE,REV,TAX,TAXABUL,IGST,CGST,SGST,CSS,STATUS,MON
36AHIPA1686P1ZX,AKUTHOTA PADMA SEKHAR,PI3629001090,R,17-01-2020,24881.38,Andhra Pradesh,N,12,2378.6,285.43,0,0,0,Submitted,Jan-20
36AHIPA1686P1ZX,AKUTHOTA PADMA SEKHAR,PI3629001150,R,31-01-2020,46145.9,Andhra Pradesh,N,12,41201.7,4944.2,0,0,0,Submitted,Jan-20
37ABBCS7694H1ZS,SUN PHARMA DISTRIBUTORS LIMITED,AD19B6011693,R,07-01-2020,16190.23,Andhra Pradesh,N,12,14455.57,0,867.33,867.33,0,Submitted,Jan-20
37ABBCS7694H1ZS,SUN PHARMA DISTRIBUTORS LIMITED,AD19B6012163,R,22-01-2020,18974.55,Andhra Pradesh,N,12,16941.57,0,1016.49,1016.49,0,Submitted,Jan-20
37ABBCS7694H1ZS,SUN PHARMA DISTRIBUTORS LIMITED,AD19B6012600,R,28-01-2020,98390.69,Andhra Pradesh,N,12,87848.83,0,5270.93,5270.93,0,Submitted,Jan-20
37AAUPI2336R1ZW,ITHA JYOSTNA KUMARI,1918,R,06-01-2020,26706,Andhra Pradesh,N,12,23844.44,0,1430.67,1430.67,0,Submitted,Jan-20
37AAUPI2336R1ZW,ITHA JYOSTNA KUMARI,2005,R,21-01-2020,33433,Andhra Pradesh,N,12,29850.98,0,1791.06,1791.06,0,Submitted,Jan-20
37AAUPI2336R1ZW,ITHA JYOSTNA KUMARI,2075,R,30-01-2020,13094,Andhra Pradesh,N,12,11691.22,0,701.47,701.47,0,Submitted,Jan-20
36AAACH7412G1ZU,EMAMI LIMITED,DS3600014667,R,25-01-2020,31676,Andhra Pradesh,N,12,23554.03,2826.43,0,0,0,Submitted,Jan-20
37AAGHV9740Q1Z2,VIVEK CHAND CHORDIA (HUF),VIJ20I0257,R,13-01-2020,79092,Andhra Pradesh,N,12,70617.61,0,4237.06,4237.06,0,Submitted,Jan-20
36ACCFS3863P1ZH,SAI SRINIVASA MEDICAL CORPORATION,SB012071,R,11-01-2020,11200,Andhra Pradesh,N,12,10000,1200,0,0,0,Submitted,Jan-20
36ACCFS3863P1ZH,SAI SRINIVASA MEDICAL CORPORATION,SB012102,R,13-01-2020,21240.58,Andhra Pradesh,N,12,18964.8,2275.78,0,0,0,Submitted,Jan-20
36ACCFS3863P1ZH,SAI SRINIVASA MEDICAL CORPORATION,SB012552,R,22-01-2020,10974.92,Andhra Pradesh,N,12,9799.04,1175.88,0,0,0,Submitted,Jan-20
36ACCFS3863P1ZH,SAI SRINIVASA MEDICAL CORPORATION,SB012580,R,23-01-2020,11641.64,Andhra Pradesh,N,12,10394.33,1247.32,0,0,0,Submitted,Jan-20
36ACCFS3863P1ZH,SAI SRINIVASA MEDICAL CORPORATION,SB012740,R,28-01-2020,18155.2,Andhra Pradesh,N,12,16210,1945.2,0,0,0,Submitted,Jan-20
36ACCFS3863P1ZH,SAI SRINIVASA MEDICAL CORPORATION,SB012832,R,30-01-2020,14191.01,Andhra Pradesh,N,12,2063.5,247.62,0,0,0,Submitted,Jan-20
37AECPK6215K1ZG,VEERA VENKATA RAMA KRISHNA RAO KUKUNURI,SUNPHARMA810,R,30-01-2020,1795.21,Andhra Pradesh,N,12,1602.87,0,96.17,96.17,0,Submitted,Jan-20
37AIVPM2843C3ZZ,BALARAMAN MOHANKUMAR,PS1920/00344,R,30-01-2020,15767,Andhra Pradesh,N,12,9670,0,580.2,580.2,0,Submitted,Jan-20
37AADFE3892M3ZV,EAST WEST PHARMA,FS1920/00298,R,30-01-2020,26995,Andhra Pradesh,N,12,24102.45,0,1446.15,1446.15,0,Submitted,Jan-20
37AAEFV9504G1ZZ,VENKATA DURGA MEDICAL CORPORATION,WS9539,R,29-01-2020,8641,Andhra Pradesh,N,12,7091.2,0,425.47,425.47,0,Submitted,Jan-20
36ABSPP4627R1ZL,VISHWANATHAM  PABBA,LO0354,R,17-01-2020,5183.92,Andhra Pradesh,N,12,4628.5,555.42,0,0,0,Submitted,Jan-20
36ABSPP4627R1ZL,VISHWANATHAM  PABBA,LO0380,R,30-01-2020,15951.97,Andhra Pradesh,N,12,14242.83,1709.14,0,0,0,Submitted,Jan-20
37ACVFS6620D1ZS,SERNEX LIFE SCIENCES,GSD-472,R,03-01-2020,12224,Andhra Pradesh,N,12,2409.75,0,144.59,144.59,0,Submitted,Jan-20
37ACVFS6620D1ZS,SERNEX LIFE SCIENCES,GSD-489,R,17-01-2020,9432,Andhra Pradesh,N,12,4775.63,0,286.54,286.54,0,Submitted,Jan-20
37ACVFS6620D1ZS,SERNEX LIFE SCIENCES,GSD-504,R,27-01-2020,13192,Andhra Pradesh,N,12,2210.63,0,132.64,132.64,0,Submitted,Jan-20
37ARBPK9693B1ZL,CHALUVADI  KAMALAKUMARI,Umagts00543,R,27-01-2020,11944.92,Andhra Pradesh,N,18,2587.2,0,232.85,232.85,0,Submitted,Jan-20
36AHIPA1686P1ZX,AKUTHOTA PADMA SEKHAR,PI3629001090,R,17-01-2020,24881.38,Andhra Pradesh,N,18,18828.26,3389.09,0,0,0,Submitted,Jan-20
36ACCFS3863P1ZH,SAI SRINIVASA MEDICAL CORPORATION,SB012832,R,30-01-2020,14191.01,Andhra Pradesh,N,18,10067.7,1812.19,0,0,0,Submitted,Jan-20
37AECPK6215K1ZG,VEERA VENKATA RAMA KRISHNA RAO KUKUNURI,SUNPHARMA811,R,30-01-2020,724,Andhra Pradesh,N,18,613.56,0,55.22,55.22,0,Submitted,Jan-20
37AIVPM2843C3ZZ,BALARAMAN MOHANKUMAR,PS1920/00344,R,30-01-2020,15767,Andhra Pradesh,N,18,3042.85,0,273.86,273.86,0,Submitted,Jan-20
37AAEFV9504G1ZZ,VENKATA DURGA MEDICAL CORPORATION,WS9539,R,29-01-2020,8641,Andhra Pradesh,N,18,591.84,0,53.27,53.27,0,Submitted,Jan-20
37ACVFS6620D1ZS,SERNEX LIFE SCIENCES,GSD-472,R,03-01-2020,12224,Andhra Pradesh,N,18,8072.1,0,726.49,726.49,0,Submitted,Jan-20
37ACVFS6620D1ZS,SERNEX LIFE SCIENCES,GSD-489,R,17-01-2020,9432,Andhra Pradesh,N,18,3459.6,0,311.36,311.36,0,Submitted,Jan-20
37ACVFS6620D1ZS,SERNEX LIFE SCIENCES,GSD-504,R,27-01-2020,13192,Andhra Pradesh,N,18,9081.23,0,817.31,817.31,0,Submitted,Jan-20
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
