GSTIN,SUPPLIER,INVNO,TYPE,INVDATE,INVAMT,STATE,REV,TAX,TAXABUL,IGST,CGST,SGST,CSS,STATUS,MON
37AAACC1450B1ZD,CIPLA LIMITED,1104124605,R,27-02-2020,40459,Andhra Pradesh,N,5,5224.52,0,130.61,130.61,0,Submitted,Feb-20
36AAACP3334M1ZC,PFIZER LIMITED,7034056790,R,12-02-2020,30419.06,Andhra Pradesh,N,5,2566.8,128.34,0,0,0,Submitted,Feb-20
37AIVPM2843C3ZZ,BALARAMAN MOHANKUMAR,PS1920/00359,R,12-02-2020,2648,Andhra Pradesh,N,5,641,0,16.03,16.03,0,Submitted,Feb-20
37AAACL1069K1ZE,LUPIN LIMITED,5170179043,R,14-02-2020,109497,Andhra Pradesh,N,5,6809.47,0,170.23,170.23,0,Submitted,Feb-20
37AAACL1069K1ZE,LUPIN LIMITED,5170179077,R,15-02-2020,32258,Andhra Pradesh,N,5,1627.78,0,40.69,40.69,0,Submitted,Feb-20
37AAACL1069K1ZE,LUPIN LIMITED,5170179795,R,25-02-2020,17318,Andhra Pradesh,N,5,16493.76,0,412.34,412.34,0,Submitted,Feb-20
37AACCM1861C1ZS,MAGNET LABS PRIVATE LIMITED,648011773,R,17-02-2020,15198,Andhra Pradesh,N,12,13569.64,0,814.18,814.18,0,Submitted,Feb-20
37ABJFM3820G1ZA,MAC ASSOCIATES,I19-07714,R,11-02-2020,27143,Andhra Pradesh,N,12,24235.11,0,1454.11,1454.11,0,Submitted,Feb-20
37ABJFM3820G1ZA,MAC ASSOCIATES,I19-07768,R,15-02-2020,71346,Andhra Pradesh,N,12,63701.77,0,3822.11,3822.11,0,Submitted,Feb-20
37ABJFM3820G1ZA,MAC ASSOCIATES,I19-07918,R,26-02-2020,19832,Andhra Pradesh,N,12,17707.3,0,1062.44,1062.44,0,Submitted,Feb-20
37ABJFM3820G1ZA,MAC ASSOCIATES,I19-07934,R,26-02-2020,15632,Andhra Pradesh,N,12,13956.8,0,837.41,837.41,0,Submitted,Feb-20
37ABJFM3820G1ZA,MAC ASSOCIATES,I19-07984,R,27-02-2020,16745,Andhra Pradesh,N,12,14950.58,0,897.03,897.03,0,Submitted,Feb-20
37ABJFM3820G1ZA,MAC ASSOCIATES,I19-08166,R,29-02-2020,72694,Andhra Pradesh,N,12,64905.4,0,3894.32,3894.32,0,Submitted,Feb-20
37ABJFM3820G1ZA,MAC ASSOCIATES,I19-08197,R,29-02-2020,45441,Andhra Pradesh,N,12,40572,0,2434.32,2434.32,0,Submitted,Feb-20
37ABJFM3820G1ZA,MAC ASSOCIATES,I19-08282,R,29-02-2020,39915,Andhra Pradesh,N,12,35638.8,0,2138.33,2138.33,0,Submitted,Feb-20
37AAACC0444K1ZU,CENTAUR PHARMACEUTICALS PRIVATE LIMITED,19IBT01925,R,20-02-2020,29473,Andhra Pradesh,N,12,26315.15,0,1578.9,1578.9,0,Submitted,Feb-20
37AAACC0444K1ZU,CENTAUR PHARMACEUTICALS PRIVATE LIMITED,19IBT01926,R,20-02-2020,30394,Andhra Pradesh,N,12,27137.31,0,1628.23,1628.23,0,Submitted,Feb-20
37AAACC0444K1ZU,CENTAUR PHARMACEUTICALS PRIVATE LIMITED,19IBT01939,R,24-02-2020,155332,Andhra Pradesh,N,12,138689.37,0,8321.37,8321.37,0,Submitted,Feb-20
37AAACC0444K1ZU,CENTAUR PHARMACEUTICALS PRIVATE LIMITED,19IBT01980,R,27-02-2020,75580,Andhra Pradesh,N,12,67482,0,4048.92,4048.92,0,Submitted,Feb-20
37AAACC0444K1ZU,CENTAUR PHARMACEUTICALS PRIVATE LIMITED,19IBT01982,R,27-02-2020,27355,Andhra Pradesh,N,12,24424,0,1465.44,1465.44,0,Submitted,Feb-20
37ACZPK6524E1Z6,SAILAJA  KURMALA,SIG5537,R,04-02-2020,1658,Andhra Pradesh,N,12,1480.72,0,88.84,88.84,0,Submitted,Feb-20
37ACZPK6524E1Z6,SAILAJA  KURMALA,SIG5619,R,08-02-2020,115466,Andhra Pradesh,N,12,103094.46,0,6185.67,6185.67,0,Submitted,Feb-20
37ACZPK6524E1Z6,SAILAJA  KURMALA,SIG5661,R,10-02-2020,25700,Andhra Pradesh,N,12,22946.04,0,1376.76,1376.76,0,Submitted,Feb-20
37ACZPK6524E1Z6,SAILAJA  KURMALA,SIG5769,R,14-02-2020,1426,Andhra Pradesh,N,12,1272.78,0,76.37,76.37,0,Submitted,Feb-20
37ACZPK6524E1Z6,SAILAJA  KURMALA,SIG5770,R,14-02-2020,46901,Andhra Pradesh,N,12,41876.1,0,2512.57,2512.57,0,Submitted,Feb-20
37ACZPK6524E1Z6,SAILAJA  KURMALA,SIG6010,R,27-02-2020,126259,Andhra Pradesh,N,12,112731.3,0,6763.88,6763.88,0,Submitted,Feb-20
37AAACI1220M1ZS,IPCA LABORATORIES LIMITED,158LS9012367,R,07-02-2020,133769.31,Andhra Pradesh,N,12,111296.89,0,6677.83,6677.83,0,Submitted,Feb-20
37AAACI1220M1ZS,IPCA LABORATORIES LIMITED,158LS9012492,R,11-02-2020,11496.8,Andhra Pradesh,N,12,10265,0,615.9,615.9,0,Submitted,Feb-20
37AAACI1220M1ZS,IPCA LABORATORIES LIMITED,158LS9012535,R,12-02-2020,11496.8,Andhra Pradesh,N,12,10265,0,615.9,615.9,0,Submitted,Feb-20
37AAACI1220M1ZS,IPCA LABORATORIES LIMITED,158LS9012669,R,18-02-2020,11495.68,Andhra Pradesh,N,12,10264,0,615.84,615.84,0,Submitted,Feb-20
37AAACI1220M1ZS,IPCA LABORATORIES LIMITED,158LS9012910,R,26-02-2020,95378.64,Andhra Pradesh,N,12,78126.72,0,4687.61,4687.61,0,Submitted,Feb-20
37AAACI1220M1ZS,IPCA LABORATORIES LIMITED,158LS9013193,R,29-02-2020,81986.24,Andhra Pradesh,N,12,73202,0,4392.12,4392.12,0,Submitted,Feb-20
37AAACG4414B1Z7,GLAXOSMITHKLINE PHARMACEUTICALS LIMITED,191026257126,R,15-02-2020,1327.95,Andhra Pradesh,N,12,1185.67,0,71.14,71.14,0,Submitted,Feb-20
37AAACG4414B1Z7,GLAXOSMITHKLINE PHARMACEUTICALS LIMITED,191026257127,R,15-02-2020,29741.33,Andhra Pradesh,N,12,25172.51,0,1510.35,1510.35,0,Submitted,Feb-20
37AAACG4414B1Z7,GLAXOSMITHKLINE PHARMACEUTICALS LIMITED,191026257128,R,15-02-2020,25198.88,Andhra Pradesh,N,12,22499,0,1349.94,1349.94,0,Submitted,Feb-20
37AAACG4414B1Z7,GLAXOSMITHKLINE PHARMACEUTICALS LIMITED,191026258145,R,28-02-2020,5096.93,Andhra Pradesh,N,12,4550.83,0,273.05,273.05,0,Submitted,Feb-20
37AAACG4414B1Z7,GLAXOSMITHKLINE PHARMACEUTICALS LIMITED,191026258205,R,29-02-2020,13623.49,Andhra Pradesh,N,12,12163.83,0,729.83,729.83,0,Submitted,Feb-20
37AAACG4414B1Z7,GLAXOSMITHKLINE PHARMACEUTICALS LIMITED,191026258206,R,29-02-2020,6148.99,Andhra Pradesh,N,12,5083.67,0,305.02,305.02,0,Submitted,Feb-20
37AAACG4414B1Z7,GLAXOSMITHKLINE PHARMACEUTICALS LIMITED,191026258208,R,29-02-2020,1327.95,Andhra Pradesh,N,12,1185.67,0,71.14,71.14,0,Submitted,Feb-20
37AAACG4414B1Z7,GLAXOSMITHKLINE PHARMACEUTICALS LIMITED,191026258211,R,29-02-2020,8505.28,Andhra Pradesh,N,12,7594,0,455.64,455.64,0,Submitted,Feb-20
37AAACT5456A1ZK,TORRENT PHARMACEUTICALS LIMITE D,AP0200021213,R,12-02-2020,57660,Andhra Pradesh,N,12,51482.2,0,3088.9,3088.9,0,Submitted,Feb-20
37AAACT5456A1ZK,TORRENT PHARMACEUTICALS LIMITE D,AP0200021396,R,15-02-2020,3407,Andhra Pradesh,N,12,3041.96,0,182.52,182.52,0,Submitted,Feb-20
37AABCF1302L1ZX,FUSION HEALTH CARE PRIVATE LIMITED,032/19/SC/740,R,29-02-2020,41976.48,Andhra Pradesh,N,12,37479,0,2248.74,2248.74,0,Submitted,Feb-20
37ALIPG2380E1ZA,KOTESWARI  GUTHULA,CR01191,R,04-02-2020,2289,Andhra Pradesh,N,12,2043.98,0,122.64,122.64,0,Submitted,Feb-20
37ALIPG2380E1ZA,KOTESWARI  GUTHULA,CR01201,R,07-02-2020,2327,Andhra Pradesh,N,12,2077.25,0,124.64,124.64,0,Submitted,Feb-20
37ALIPG2380E1ZA,KOTESWARI  GUTHULA,CR01266,R,27-02-2020,7528,Andhra Pradesh,N,12,6721.66,0,403.3,403.3,0,Submitted,Feb-20
37AABCL3646F1ZL,LIFESTAR PHARMA PRIVATE LIMITED,716024964,R,15-02-2020,15427,Andhra Pradesh,N,12,13074.01,0,784.43,784.43,0,Submitted,Feb-20
37AABCL3646F1ZL,LIFESTAR PHARMA PRIVATE LIMITED,716025093,R,18-02-2020,20851,Andhra Pradesh,N,12,17916.83,0,1075.03,1075.03,0,Submitted,Feb-20
37AGXPM2339M1ZK,MOHAMMED MOINUDDIN,VJ2135,R,08-02-2020,19610.75,Andhra Pradesh,N,12,17509.59,0,1050.58,1050.58,0,Submitted,Feb-20
37AGXPM2339M1ZK,MOHAMMED MOINUDDIN,VJ2155,R,12-02-2020,15092.78,Andhra Pradesh,N,12,13475.7,0,808.54,808.54,0,Submitted,Feb-20
37AGXPM2339M1ZK,MOHAMMED MOINUDDIN,VJ2170,R,14-02-2020,45865.38,Andhra Pradesh,N,12,40951.26,0,2457.08,2457.08,0,Submitted,Feb-20
37AGXPM2339M1ZK,MOHAMMED MOINUDDIN,VJ2214,R,20-02-2020,49574.71,Andhra Pradesh,N,12,44263.17,0,2655.79,2655.79,0,Submitted,Feb-20
37AGXPM2339M1ZK,MOHAMMED MOINUDDIN,VJ2229,R,24-02-2020,7112.44,Andhra Pradesh,N,12,6350.4,0,381.02,381.02,0,Submitted,Feb-20
37AGXPM2339M1ZK,MOHAMMED MOINUDDIN,VJ2242,R,26-02-2020,12839.57,Andhra Pradesh,N,12,8243.55,0,494.61,494.61,0,Submitted,Feb-20
37AGXPM2339M1ZK,MOHAMMED MOINUDDIN,VJ2260,R,28-02-2020,37539.13,Andhra Pradesh,N,12,28686.6,0,1721.2,1721.2,0,Submitted,Feb-20
37AGXPM2339M1ZK,MOHAMMED MOINUDDIN,VJ2282,R,29-02-2020,64377.23,Andhra Pradesh,N,12,57479.67,0,3448.78,3448.78,0,Submitted,Feb-20
37AGXPM2339M1ZK,MOHAMMED MOINUDDIN,VJ2289,R,29-02-2020,3285.28,Andhra Pradesh,N,12,2933.28,0,176,176,0,Submitted,Feb-20
37AGXPM2339M1ZK,MOHAMMED MOINUDDIN,VJI1381,R,10-02-2020,9969.12,Andhra Pradesh,N,12,8901,0,534.06,534.06,0,Submitted,Feb-20
37AGXPM2339M1ZK,MOHAMMED MOINUDDIN,VJI1400,R,14-02-2020,24820.18,Andhra Pradesh,N,12,22160.88,0,1329.65,1329.65,0,Submitted,Feb-20
37AGXPM2339M1ZK,MOHAMMED MOINUDDIN,VJI1450,R,26-02-2020,17065.35,Andhra Pradesh,N,12,15236.91,0,914.21,914.21,0,Submitted,Feb-20
37AGXPM2339M1ZK,MOHAMMED MOINUDDIN,VJI1485,R,29-02-2020,25852.76,Andhra Pradesh,N,12,22247.1,0,1334.83,1334.83,0,Submitted,Feb-20
36AAACJ0866E1ZS,JOHNSON & JOHNSON PRIVATE LIMITED,4101020643,R,19-02-2020,61068.15,Andhra Pradesh,N,12,54525.14,6543.01,0,0,0,Submitted,Feb-20
36AAACJ0866E1ZS,JOHNSON & JOHNSON PRIVATE LIMITED,4101020644,R,19-02-2020,136148.06,Andhra Pradesh,N,12,121560.77,14587.29,0,0,0,Submitted,Feb-20
36AAACJ0866E1ZS,JOHNSON & JOHNSON PRIVATE LIMITED,4101020689,R,20-02-2020,228947.06,Andhra Pradesh,N,12,204417.02,24530.04,0,0,0,Submitted,Feb-20
36AAACJ0866E1ZS,JOHNSON & JOHNSON PRIVATE LIMITED,4101020690,R,20-02-2020,19051.48,Andhra Pradesh,N,12,17010.25,2041.23,0,0,0,Submitted,Feb-20
37AAICA5591M1Z2,ALEMBIC PHARMACEUTICALS LIMITED,SI1937111141,R,22-02-2020,28548,Andhra Pradesh,N,12,25489.26,0,1529.37,1529.37,0,Submitted,Feb-20
37AAICA5591M1Z2,ALEMBIC PHARMACEUTICALS LIMITED,SI1937111456,R,28-02-2020,19040,Andhra Pradesh,N,12,17000.02,0,1019.99,1019.99,0,Submitted,Feb-20
37AADFE3892M3ZV,EAST WEST PHARMA,FS1920/00309,R,10-02-2020,13785,Andhra Pradesh,N,12,12072.5,0,724.35,724.35,0,Submitted,Feb-20
37AADFE3892M3ZV,EAST WEST PHARMA,FS1920/00312,R,12-02-2020,1249,Andhra Pradesh,N,12,1114.8,0,66.89,66.89,0,Submitted,Feb-20
37AADFE3892M3ZV,EAST WEST PHARMA,FS1920/00313,R,13-02-2020,15842,Andhra Pradesh,N,12,14145,0,848.7,848.7,0,Submitted,Feb-20
37AADFE3892M3ZV,EAST WEST PHARMA,FS1920/00324,R,24-02-2020,16923,Andhra Pradesh,N,12,15109.75,0,906.59,906.59,0,Submitted,Feb-20
37AAGFP0861N1ZU,PHARMA TRADERS,CVJ1920/GIS01561,R,28-02-2020,27501,Andhra Pradesh,N,12,21089.56,0,1265.37,1265.37,0,Submitted,Feb-20
37AAYPN5693C1Z0,RAMA  NEELILAKSHMI,DS100809,R,06-02-2020,5824,Andhra Pradesh,N,12,1918.98,0,115.14,115.14,0,Submitted,Feb-20
37AAYPN5693C1Z0,RAMA  NEELILAKSHMI,DS100814,R,11-02-2020,3168,Andhra Pradesh,N,12,2828.5,0,169.71,169.71,0,Submitted,Feb-20
37AAYPN5693C1Z0,RAMA  NEELILAKSHMI,DS100817,R,14-02-2020,6336,Andhra Pradesh,N,12,5657,0,339.42,339.42,0,Submitted,Feb-20
37AAYPN5693C1Z0,RAMA  NEELILAKSHMI,DS100827,R,20-02-2020,25028,Andhra Pradesh,N,12,22346.62,0,1340.8,1340.8,0,Submitted,Feb-20
37AAYPN5693C1Z0,RAMA  NEELILAKSHMI,DS100856,R,29-02-2020,33567,Andhra Pradesh,N,12,29970.52,0,1798.23,1798.23,0,Submitted,Feb-20
37AGZPS3041A1Z8,KURAPATI MADHAVANAGAVENKATA SRINIVASAGUPTA,GST01371,R,10-02-2020,4791,Andhra Pradesh,N,12,2346.8,0,140.81,140.81,0,Submitted,Feb-20
36AAJCA7142F1ZR,OAKNET HEALTHCARE PRIVATE LIMITED,1911004718,R,18-02-2020,6650.68,Andhra Pradesh,N,12,5938.11,712.56,0,0,0,Submitted,Feb-20
36AAJCA7142F1ZR,OAKNET HEALTHCARE PRIVATE LIMITED,1911004952,R,27-02-2020,16675.79,Andhra Pradesh,N,12,14889.1,1786.69,0,0,0,Submitted,Feb-20
37AABCT6866H1ZX,TROIKAA PHARMACEUTICALS LIMITED,4229104737,R,28-02-2020,271572.03,Andhra Pradesh,N,12,242475.01,0,14548.51,14548.51,0,Submitted,Feb-20
36AAACK5675N1ZZ,KARNATAKA ANTIBIOTICS & PHARMACEUTICALS LTD,SEC-2020I03845,R,19-02-2020,12835.2,Andhra Pradesh,N,12,11460,1375.2,0,0,0,Submitted,Feb-20
36AAACK5675N1ZZ,KARNATAKA ANTIBIOTICS & PHARMACEUTICALS LTD,SEC-2020I03962,R,28-02-2020,25560.53,Andhra Pradesh,N,12,22821.9,2738.63,0,0,0,Submitted,Feb-20
36AAACK5675N1ZZ,KARNATAKA ANTIBIOTICS & PHARMACEUTICALS LTD,SEC-2020I04051,R,29-02-2020,12320,Andhra Pradesh,N,12,11000,1320,0,0,0,Submitted,Feb-20
37ABBCS7694H1ZS,SUN PHARMA DISTRIBUTORS LIMITED,AD19B2523761,R,11-02-2020,326851.43,Andhra Pradesh,N,12,280175.96,0,16810.54,16810.54,0,Submitted,Feb-20
37ABBCS7694H1ZS,SUN PHARMA DISTRIBUTORS LIMITED,AD19B2523762,R,11-02-2020,8180.11,Andhra Pradesh,N,12,7303.65,0,438.23,438.23,0,Submitted,Feb-20
37ABBCS7694H1ZS,SUN PHARMA DISTRIBUTORS LIMITED,AD19B2524285,R,17-02-2020,14760.04,Andhra Pradesh,N,12,13178.6,0,790.72,790.72,0,Submitted,Feb-20
37ABBCS7694H1ZS,SUN PHARMA DISTRIBUTORS LIMITED,AD19B2524896,R,25-02-2020,58183.87,Andhra Pradesh,N,12,51949.87,0,3117,3117,0,Submitted,Feb-20
37ABBCS7694H1ZS,SUN PHARMA DISTRIBUTORS LIMITED,AD19B2524964,R,25-02-2020,180143.45,Andhra Pradesh,N,12,152142.36,0,9128.52,9128.52,0,Submitted,Feb-20
37ABBCS7694H1ZS,SUN PHARMA DISTRIBUTORS LIMITED,AD19B2524965,R,25-02-2020,4565.78,Andhra Pradesh,N,12,4076.58,0,244.6,244.6,0,Submitted,Feb-20
36AAACH2736F1ZV,SANOFI INDIA LIMITED,3839211889,R,12-02-2020,45749,Andhra Pradesh,N,12,38615.89,4633.94,0,0,0,Submitted,Feb-20
36AAACH2736F1ZV,SANOFI INDIA LIMITED,3839212102,R,14-02-2020,3008,Andhra Pradesh,N,12,2685.7,322.3,0,0,0,Submitted,Feb-20
36AAACH2736F1ZV,SANOFI INDIA LIMITED,3839212827,R,26-02-2020,39154,Andhra Pradesh,N,12,33740.11,4048.84,0,0,0,Submitted,Feb-20
36AAACH2736F1ZV,SANOFI INDIA LIMITED,3839580928,R,12-02-2020,6509,Andhra Pradesh,N,12,5811.57,697.43,0,0,0,Submitted,Feb-20
36AAACH2736F1ZV,SANOFI INDIA LIMITED,3839581400,R,26-02-2020,14881,Andhra Pradesh,N,12,13286.6,1594.4,0,0,0,Submitted,Feb-20
37AHOPD2871M1ZV,LAKSHMI SRINIVASA BABU DINTAKURTHY,L/P/T/1920/609,R,15-02-2020,5186,Andhra Pradesh,N,12,4630,0,277.8,277.8,0,Submitted,Feb-20
37AAACG1895Q1ZX,ZYDUS HEALTHCARE LIMITED,5411987793,R,24-02-2020,5071.26,Andhra Pradesh,N,12,4527.9,0,271.68,271.68,0,Submitted,Feb-20
37AAACG1895Q1ZX,ZYDUS HEALTHCARE LIMITED,5411987861,R,24-02-2020,5117.72,Andhra Pradesh,N,12,4569.4,0,274.16,274.16,0,Submitted,Feb-20
37AAACG1895Q1ZX,ZYDUS HEALTHCARE LIMITED,5411987862,R,24-02-2020,6890.68,Andhra Pradesh,N,12,6152.4,0,369.14,369.14,0,Submitted,Feb-20
37AAACG1895Q1ZX,ZYDUS HEALTHCARE LIMITED,5411987940,R,25-02-2020,96455.88,Andhra Pradesh,N,12,79175.11,0,4750.51,4750.51,0,Submitted,Feb-20
37AAACG1895Q1ZX,ZYDUS HEALTHCARE LIMITED,5411988183,R,26-02-2020,2796.77,Andhra Pradesh,N,12,2497.11,0,149.83,149.83,0,Submitted,Feb-20
37AAACG1895Q1ZX,ZYDUS HEALTHCARE LIMITED,5411988224,R,27-02-2020,23675.88,Andhra Pradesh,N,12,14605.2,0,876.3,876.3,0,Submitted,Feb-20
37AAACG1895Q1ZX,ZYDUS HEALTHCARE LIMITED,5411988433,R,28-02-2020,16638.84,Andhra Pradesh,N,12,14856.1,0,891.37,891.37,0,Submitted,Feb-20
37AAACG1895Q1ZX,ZYDUS HEALTHCARE LIMITED,5413002444,R,07-02-2020,51.84,Andhra Pradesh,N,12,46.28,0,2.78,2.78,0,Submitted,Feb-20
37AAACG1895Q1ZX,ZYDUS HEALTHCARE LIMITED,5413002445,R,07-02-2020,19.44,Andhra Pradesh,N,12,17.36,0,1.04,1.04,0,Submitted,Feb-20
37AAECJ2012J1ZT,JALKS PHARMACEUTICALS PRIVATE LIMITED,J-WS1049,R,13-02-2020,8817,Andhra Pradesh,N,12,7872.2,0,472.33,472.33,0,Submitted,Feb-20
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,358375804,R,06-02-2020,81656,Andhra Pradesh,N,12,72907.08,0,4374.46,4374.46,0,Submitted,Feb-20
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,358376125,R,13-02-2020,66070,Andhra Pradesh,N,12,57011.12,0,3420.7,3420.7,0,Submitted,Feb-20
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,358376238,R,15-02-2020,70655,Andhra Pradesh,N,12,61104.85,0,3666.33,3666.33,0,Submitted,Feb-20
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,358376245,R,15-02-2020,29496,Andhra Pradesh,N,12,26335.76,0,1580.12,1580.12,0,Submitted,Feb-20
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,358376545,R,18-02-2020,51376,Andhra Pradesh,N,12,45871.4,0,2752.3,2752.3,0,Submitted,Feb-20
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,358376853,R,25-02-2020,37676,Andhra Pradesh,N,12,33639.34,0,2018.33,2018.33,0,Submitted,Feb-20
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,950756042,R,06-02-2020,71248,Andhra Pradesh,N,12,61492.75,0,3689.57,3689.57,0,Submitted,Feb-20
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,950756337,R,15-02-2020,102022,Andhra Pradesh,N,12,85130.92,0,5107.82,5107.82,0,Submitted,Feb-20
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,950756849,R,26-02-2020,56134,Andhra Pradesh,N,12,50119.62,0,3007.19,3007.19,0,Submitted,Feb-20
36AAACI0380C1Z4,INDOCO REMEDIES LIMITED,INV1920VT14563,R,10-02-2020,36669.71,Andhra Pradesh,N,12,29896.17,3587.54,0,0,0,Submitted,Feb-20
36AAACI0380C1Z4,INDOCO REMEDIES LIMITED,INV1920VT15240,R,29-02-2020,84974.12,Andhra Pradesh,N,12,60313.25,7237.59,0,0,0,Submitted,Feb-20
36AAACI0380C1Z4,INDOCO REMEDIES LIMITED,INV1920VT15393,R,29-02-2020,17425.43,Andhra Pradesh,N,12,15558.42,1867.01,0,0,0,Submitted,Feb-20
37ADWPT5921A1Z7,DURGA  THOMMANDRU,2101181862,R,27-02-2020,36561,Andhra Pradesh,N,12,32643.9,0,1958.63,1958.63,0,Submitted,Feb-20
37ADWPT5921A1Z7,DURGA  THOMMANDRU,2101181863,R,27-02-2020,12095,Andhra Pradesh,N,12,10799.4,0,647.96,647.96,0,Submitted,Feb-20
37AAACC1450B1ZD,CIPLA LIMITED,1104122823,R,01-02-2020,6190,Andhra Pradesh,N,12,5526.82,0,331.59,331.59,0,Submitted,Feb-20
37AAACC1450B1ZD,CIPLA LIMITED,1104122891,R,04-02-2020,34794,Andhra Pradesh,N,12,31066.04,0,1863.98,1863.98,0,Submitted,Feb-20
37AAACC1450B1ZD,CIPLA LIMITED,1104122942,R,05-02-2020,12408,Andhra Pradesh,N,12,11078.52,0,664.74,664.74,0,Submitted,Feb-20
37AAACC1450B1ZD,CIPLA LIMITED,1104123041,R,06-02-2020,9104,Andhra Pradesh,N,12,8128.6,0,487.7,487.7,0,Submitted,Feb-20
37AAACC1450B1ZD,CIPLA LIMITED,1104123079,R,07-02-2020,32672,Andhra Pradesh,N,12,29171.44,0,1750.28,1750.28,0,Submitted,Feb-20
37AAACC1450B1ZD,CIPLA LIMITED,1104123102,R,07-02-2020,16339,Andhra Pradesh,N,12,11247.35,0,674.85,674.85,0,Submitted,Feb-20
37AAACC1450B1ZD,CIPLA LIMITED,1104123226,R,10-02-2020,40684,Andhra Pradesh,N,12,36325,0,2179.5,2179.5,0,Submitted,Feb-20
37AAACC1450B1ZD,CIPLA LIMITED,1104123304,R,11-02-2020,18289,Andhra Pradesh,N,12,16329.4,0,979.8,979.8,0,Submitted,Feb-20
37AAACC1450B1ZD,CIPLA LIMITED,1104123336,R,11-02-2020,39749,Andhra Pradesh,N,12,35490.16,0,2129.42,2129.42,0,Submitted,Feb-20
37AAACC1450B1ZD,CIPLA LIMITED,1104123375,R,12-02-2020,5781,Andhra Pradesh,N,12,5161.56,0,309.72,309.72,0,Submitted,Feb-20
37AAACC1450B1ZD,CIPLA LIMITED,1104123439,R,13-02-2020,104832,Andhra Pradesh,N,12,93600,0,5616,5616,0,Submitted,Feb-20
