GSTIN,SUPPLIER,INVNO,TYPE,INVDATE,INVAMT,STATE,REV,TAX,TAXABUL,IGST,CGST,SGST,CSS,STATUS,MON
37AAACC0444K1ZU,CENTAUR PHARMACEUTICALS PRIVATE LIMITED,19IBT01703,R,03-01-2020,164304,Andhra Pradesh,N,12,146700,0,8802,8802,0,Submitted,Jan-20
37AAACC0444K1ZU,CENTAUR PHARMACEUTICALS PRIVATE LIMITED,19IBT01722,R,10-01-2020,123003,Andhra Pradesh,N,12,109823.88,0,6589.43,6589.43,0,Submitted,Jan-20
37AAACC0444K1ZU,CENTAUR PHARMACEUTICALS PRIVATE LIMITED,19IBT01733,R,18-01-2020,28927,Andhra Pradesh,N,12,25827.7,0,1549.66,1549.66,0,Submitted,Jan-20
37AAACC0444K1ZU,CENTAUR PHARMACEUTICALS PRIVATE LIMITED,19IBT01734,R,18-01-2020,23324,Andhra Pradesh,N,12,20825.19,0,1249.52,1249.52,0,Submitted,Jan-20
37AAACC0444K1ZU,CENTAUR PHARMACEUTICALS PRIVATE LIMITED,19IBT01813,R,28-01-2020,15936,Andhra Pradesh,N,12,14229,0,853.74,853.74,0,Submitted,Jan-20
37AAACC0444K1ZU,CENTAUR PHARMACEUTICALS PRIVATE LIMITED,19IBT01827,R,28-01-2020,30799,Andhra Pradesh,N,12,27499.05,0,1649.94,1649.94,0,Submitted,Jan-20
37AAACC0444K1ZU,CENTAUR PHARMACEUTICALS PRIVATE LIMITED,19IBT01836,R,29-01-2020,200162,Andhra Pradesh,N,12,178716.36,0,10722.99,10722.99,0,Submitted,Jan-20
37ACZPK6524E1Z6,SAILAJA  KURMALA,SIG4914,R,02-01-2020,8712,Andhra Pradesh,N,12,7778.7,0,466.72,466.72,0,Submitted,Jan-20
37ACZPK6524E1Z6,SAILAJA  KURMALA,SIG4961,R,04-01-2020,1673,Andhra Pradesh,N,12,1494,0,89.64,89.64,0,Submitted,Jan-20
37ACZPK6524E1Z6,SAILAJA  KURMALA,SIG4962,R,04-01-2020,36102,Andhra Pradesh,N,12,32233.68,0,1934.02,1934.02,0,Submitted,Jan-20
37ACZPK6524E1Z6,SAILAJA  KURMALA,SIG5060,R,10-01-2020,54493,Andhra Pradesh,N,12,48654.54,0,2919.27,2919.27,0,Submitted,Jan-20
37ACZPK6524E1Z6,SAILAJA  KURMALA,SIG5251,R,21-01-2020,16733,Andhra Pradesh,N,12,14940,0,896.4,896.4,0,Submitted,Jan-20
37ACZPK6524E1Z6,SAILAJA  KURMALA,SIG5303,R,23-01-2020,1192,Andhra Pradesh,N,12,1064.34,0,63.86,63.86,0,Submitted,Jan-20
37ACZPK6524E1Z6,SAILAJA  KURMALA,SIG5304,R,23-01-2020,84291,Andhra Pradesh,N,12,75259.44,0,4515.57,4515.57,0,Submitted,Jan-20
37ACZPK6524E1Z6,SAILAJA  KURMALA,SIG5375,R,27-01-2020,57780,Andhra Pradesh,N,12,51588.9,0,3095.33,3095.33,0,Submitted,Jan-20
37AAACI1220M1ZS,IPCA LABORATORIES LIMITED,158LS9011197,R,04-01-2020,22073.2,Andhra Pradesh,N,12,5452.2,0,327.14,327.14,0,Submitted,Jan-20
37AAACI1220M1ZS,IPCA LABORATORIES LIMITED,158LS9011319,R,09-01-2020,91435.55,Andhra Pradesh,N,12,66784.37,0,4007.09,4007.09,0,Submitted,Jan-20
37AAACI1220M1ZS,IPCA LABORATORIES LIMITED,158LS9011352,R,10-01-2020,4337.78,Andhra Pradesh,N,12,3873,0,232.39,232.39,0,Submitted,Jan-20
37AAACI1220M1ZS,IPCA LABORATORIES LIMITED,158LS9011603,R,20-01-2020,4536,Andhra Pradesh,N,12,4050,0,243,243,0,Submitted,Jan-20
37AAACI1220M1ZS,IPCA LABORATORIES LIMITED,158LS9011762,R,23-01-2020,134396.29,Andhra Pradesh,N,12,98985.85,0,5939.15,5939.15,0,Submitted,Jan-20
37AAACI1220M1ZS,IPCA LABORATORIES LIMITED,158LS9011856,R,27-01-2020,24192,Andhra Pradesh,N,12,21600,0,1296,1296,0,Submitted,Jan-20
37AAACI1220M1ZS,IPCA LABORATORIES LIMITED,158LS9012012,R,30-01-2020,17896.26,Andhra Pradesh,N,12,15978.8,0,958.73,958.73,0,Submitted,Jan-20
37AAACG4414B1Z7,GLAXOSMITHKLINE PHARMACEUTICALS LIMITED,191026255787,R,24-01-2020,12087.56,Andhra Pradesh,N,12,10792.46,0,647.55,647.55,0,Submitted,Jan-20
37AAACG4414B1Z7,GLAXOSMITHKLINE PHARMACEUTICALS LIMITED,191026255789,R,24-01-2020,2655.74,Andhra Pradesh,N,12,2371.2,0,142.27,142.27,0,Submitted,Jan-20
37AAACG4414B1Z7,GLAXOSMITHKLINE PHARMACEUTICALS LIMITED,191026255790,R,24-01-2020,31370.64,Andhra Pradesh,N,12,27318.36,0,1639.11,1639.11,0,Submitted,Jan-20
37AAACG4414B1Z7,GLAXOSMITHKLINE PHARMACEUTICALS LIMITED,191026255979,R,28-01-2020,5864.69,Andhra Pradesh,N,12,5236.33,0,314.18,314.18,0,Submitted,Jan-20
37AAACT5456A1ZK,TORRENT PHARMACEUTICALS LIMITE D,AP0200019243,R,11-01-2020,95995,Andhra Pradesh,N,12,85709.74,0,5142.63,5142.63,0,Submitted,Jan-20
37AAACT5456A1ZK,TORRENT PHARMACEUTICALS LIMITE D,AP0200019488,R,20-01-2020,99584,Andhra Pradesh,N,12,88914.16,0,5334.92,5334.92,0,Submitted,Jan-20
37AAACT5456A1ZK,TORRENT PHARMACEUTICALS LIMITE D,AP0200019516,R,20-01-2020,2610,Andhra Pradesh,N,12,2330.34,0,139.83,139.83,0,Submitted,Jan-20
37AAACT5456A1ZK,TORRENT PHARMACEUTICALS LIMITE D,AP0200019593,R,21-01-2020,747,Andhra Pradesh,N,12,666.96,0,40.02,40.02,0,Submitted,Jan-20
37AAACT5456A1ZK,TORRENT PHARMACEUTICALS LIMITE D,AP0200020516,R,29-01-2020,1098,Andhra Pradesh,N,12,980.34,0,58.83,58.83,0,Submitted,Jan-20
37AAACT5456A1ZK,TORRENT PHARMACEUTICALS LIMITE D,AP0200020517,R,29-01-2020,21715,Andhra Pradesh,N,12,19388.38,0,1163.31,1163.31,0,Submitted,Jan-20
37AAACT5456A1ZK,TORRENT PHARMACEUTICALS LIMITE D,AP0200020565,R,29-01-2020,2610,Andhra Pradesh,N,12,2330.34,0,139.83,139.83,0,Submitted,Jan-20
37ALIPG2380E1ZA,KOTESWARI  GUTHULA,CR01112,R,13-01-2020,3862,Andhra Pradesh,N,12,766.3,0,45.98,45.98,0,Submitted,Jan-20
37ALIPG2380E1ZA,KOTESWARI  GUTHULA,CR01117,R,17-01-2020,8583,Andhra Pradesh,N,12,7663,0,459.78,459.78,0,Submitted,Jan-20
37ALIPG2380E1ZA,KOTESWARI  GUTHULA,CR01141,R,23-01-2020,5760,Andhra Pradesh,N,12,5143.23,0,308.59,308.59,0,Submitted,Jan-20
37ALIPG2380E1ZA,KOTESWARI  GUTHULA,CR01145,R,23-01-2020,6368,Andhra Pradesh,N,12,5686.14,0,341.17,341.17,0,Submitted,Jan-20
37ALIPG2380E1ZA,KOTESWARI  GUTHULA,CR01161,R,28-01-2020,2327,Andhra Pradesh,N,12,2077.25,0,124.64,124.64,0,Submitted,Jan-20
37ALIPG2380E1ZA,KOTESWARI  GUTHULA,CR01162,R,28-01-2020,15956,Andhra Pradesh,N,12,14246.39,0,854.78,854.78,0,Submitted,Jan-20
37ALIPG2380E1ZA,KOTESWARI  GUTHULA,CR01174,R,30-01-2020,3672,Andhra Pradesh,N,12,3278.79,0,196.73,196.73,0,Submitted,Jan-20
37AABCL3646F1ZL,LIFESTAR PHARMA PRIVATE LIMITED,716024325,R,07-01-2020,17368,Andhra Pradesh,N,12,13466.65,0,807.99,807.99,0,Submitted,Jan-20
37AABCL3646F1ZL,LIFESTAR PHARMA PRIVATE LIMITED,716024475,R,18-01-2020,33035,Andhra Pradesh,N,12,25121.44,0,1507.27,1507.27,0,Submitted,Jan-20
37AABCL3646F1ZL,LIFESTAR PHARMA PRIVATE LIMITED,716024621,R,25-01-2020,17086,Andhra Pradesh,N,12,11953.05,0,717.2,717.2,0,Submitted,Jan-20
37AGXPM2339M1ZK,MOHAMMED MOINUDDIN,VJ1942,R,11-01-2020,60857.31,Andhra Pradesh,N,12,54336.87,0,3260.21,3260.21,0,Submitted,Jan-20
37AGXPM2339M1ZK,MOHAMMED MOINUDDIN,VJ1961,R,18-01-2020,176.34,Andhra Pradesh,N,12,157.44,0,9.45,9.45,0,Submitted,Jan-20
37AGXPM2339M1ZK,MOHAMMED MOINUDDIN,VJ1980,R,20-01-2020,9714.1,Andhra Pradesh,N,12,8673.3,0,520.4,520.4,0,Submitted,Jan-20
37AGXPM2339M1ZK,MOHAMMED MOINUDDIN,VJ2015,R,24-01-2020,39947.33,Andhra Pradesh,N,12,34057.08,0,2043.42,2043.42,0,Submitted,Jan-20
37AGXPM2339M1ZK,MOHAMMED MOINUDDIN,VJ2106,R,31-01-2020,63898.14,Andhra Pradesh,N,12,57051.9,0,3423.11,3423.11,0,Submitted,Jan-20
37AGXPM2339M1ZK,MOHAMMED MOINUDDIN,VJI1236,R,11-01-2020,58677.5,Andhra Pradesh,N,12,52390.62,0,3143.44,3143.44,0,Submitted,Jan-20
37AGXPM2339M1ZK,MOHAMMED MOINUDDIN,VJI1263,R,20-01-2020,38393.79,Andhra Pradesh,N,12,34280.19,0,2056.81,2056.81,0,Submitted,Jan-20
37AGXPM2339M1ZK,MOHAMMED MOINUDDIN,VJI1296,R,24-01-2020,24199.97,Andhra Pradesh,N,12,21607.11,0,1296.43,1296.43,0,Submitted,Jan-20
36AAACJ0866E1ZS,JOHNSON & JOHNSON PRIVATE LIMITED,4101020101,R,24-01-2020,174081.12,Andhra Pradesh,N,12,155429.57,18651.55,0,0,0,Submitted,Jan-20
36AAACJ0866E1ZS,JOHNSON & JOHNSON PRIVATE LIMITED,4101020102,R,24-01-2020,89955.79,Andhra Pradesh,N,12,80317.66,9638.13,0,0,0,Submitted,Jan-20
37AAICA5591M1Z2,ALEMBIC PHARMACEUTICALS LIMITED,SI1937109557,R,07-01-2020,56143,Andhra Pradesh,N,12,50127.72,0,3007.64,3007.64,0,Submitted,Jan-20
37AAICA5591M1Z2,ALEMBIC PHARMACEUTICALS LIMITED,SI1937109840,R,20-01-2020,20501,Andhra Pradesh,N,12,18304.46,0,1098.27,1098.27,0,Submitted,Jan-20
37AAICA5591M1Z2,ALEMBIC PHARMACEUTICALS LIMITED,SI1937109915,R,22-01-2020,27415,Andhra Pradesh,N,12,24477.64,0,1468.68,1468.68,0,Submitted,Jan-20
37AAICA5591M1Z2,ALEMBIC PHARMACEUTICALS LIMITED,SI1937110054,R,24-01-2020,24427,Andhra Pradesh,N,12,21809.86,0,1308.57,1308.57,0,Submitted,Jan-20
37AAICA5591M1Z2,ALEMBIC PHARMACEUTICALS LIMITED,SI1937110144,R,27-01-2020,15836,Andhra Pradesh,N,12,8820.38,0,529.21,529.21,0,Submitted,Jan-20
37AAICA5591M1Z2,ALEMBIC PHARMACEUTICALS LIMITED,SI1937110432,R,29-01-2020,11297,Andhra Pradesh,N,12,10086.68,0,605.16,605.16,0,Submitted,Jan-20
37AAICA5591M1Z2,ALEMBIC PHARMACEUTICALS LIMITED,SI1937110494,R,30-01-2020,2419,Andhra Pradesh,N,12,2159.8,0,129.6,129.6,0,Submitted,Jan-20
37AADFE3892M3ZV,EAST WEST PHARMA,FS1920/00288,R,20-01-2020,15758,Andhra Pradesh,N,12,14070,0,844.2,844.2,0,Submitted,Jan-20
37AADFE3892M3ZV,EAST WEST PHARMA,FS1920/00296,R,29-01-2020,17005,Andhra Pradesh,N,12,15183.45,0,911.01,911.01,0,Submitted,Jan-20
37AAYPN5693C1Z0,RAMA  NEELILAKSHMI,DS100794,R,31-01-2020,24445,Andhra Pradesh,N,12,21825.69,0,1309.54,1309.54,0,Submitted,Jan-20
37AGZPS3041A1Z8,KURAPATI MADHAVANAGAVENKATA SRINIVASAGUPTA,GST01199,R,04-01-2020,6286,Andhra Pradesh,N,12,5612.5,0,336.75,336.75,0,Not Submitted,Jan-20
36AAJCA7142F1ZR,OAKNET HEALTHCARE PRIVATE LIMITED,1911004346,R,22-01-2020,33413.51,Andhra Pradesh,N,12,26892.39,3227.1,0,0,0,Submitted,Jan-20
36AAJCA7142F1ZR,OAKNET HEALTHCARE PRIVATE LIMITED,1911004347,R,22-01-2020,2860.3,Andhra Pradesh,N,12,2553.84,306.46,0,0,0,Submitted,Jan-20
36AAJCA7142F1ZR,OAKNET HEALTHCARE PRIVATE LIMITED,1911004556,R,29-01-2020,36259.33,Andhra Pradesh,N,12,32374.41,3884.92,0,0,0,Submitted,Jan-20
37AABCT6866H1ZX,TROIKAA PHARMACEUTICALS LIMITED,4229104282,R,30-01-2020,399666.3,Andhra Pradesh,N,12,356844.9,0,21410.7,21410.7,0,Submitted,Jan-20
36AAACK5675N1ZZ,KARNATAKA ANTIBIOTICS & PHARMACEUTICALS LTD,SEC-2020I03476,R,18-01-2020,21840,Andhra Pradesh,N,12,19500,2340,0,0,0,Submitted,Jan-20
36AAACK5675N1ZZ,KARNATAKA ANTIBIOTICS & PHARMACEUTICALS LTD,SEC-2020I03673,R,31-01-2020,19432,Andhra Pradesh,N,12,17350,2082,0,0,0,Submitted,Jan-20
36AAACK5675N1ZZ,KARNATAKA ANTIBIOTICS & PHARMACEUTICALS LTD,SEC-2020I03682,R,31-01-2020,10728.48,Andhra Pradesh,N,12,9579,1149.48,0,0,0,Submitted,Jan-20
36AAACK5675N1ZZ,KARNATAKA ANTIBIOTICS & PHARMACEUTICALS LTD,SEC-2020I03683,R,31-01-2020,41731.31,Andhra Pradesh,N,12,37260.1,4471.21,0,0,0,Submitted,Jan-20
37ABBCS7694H1ZS,SUN PHARMA DISTRIBUTORS LIMITED,AD19B2520784,R,09-01-2020,231403.84,Andhra Pradesh,N,12,197519.81,0,11851.22,11851.22,0,Submitted,Jan-20
37ABBCS7694H1ZS,SUN PHARMA DISTRIBUTORS LIMITED,AD19B2520785,R,09-01-2020,6365.38,Andhra Pradesh,N,12,5683.36,0,341.01,341.01,0,Submitted,Jan-20
37ABBCS7694H1ZS,SUN PHARMA DISTRIBUTORS LIMITED,AD19B2521821,R,24-01-2020,215872.24,Andhra Pradesh,N,12,191396.35,0,11483.74,11483.74,0,Submitted,Jan-20
37ABBCS7694H1ZS,SUN PHARMA DISTRIBUTORS LIMITED,AD19B2521822,R,24-01-2020,6344.26,Andhra Pradesh,N,12,5664.54,0,339.86,339.86,0,Submitted,Jan-20
37ABBCS7694H1ZS,SUN PHARMA DISTRIBUTORS LIMITED,AD19B2522940,R,30-01-2020,3257.89,Andhra Pradesh,N,12,2908.83,0,174.53,174.53,0,Submitted,Jan-20
36AAACH2736F1ZV,SANOFI INDIA LIMITED,3839210491,R,22-01-2020,37216,Andhra Pradesh,N,12,27404.71,3288.57,0,0,0,Submitted,Jan-20
36AAACH2736F1ZV,SANOFI INDIA LIMITED,3839580336,R,22-01-2020,7494,Andhra Pradesh,N,12,6691.1,802.93,0,0,0,Submitted,Jan-20
37AHOPD2871M1ZV,LAKSHMI SRINIVASA BABU DINTAKURTHY,L/P/T/1920/582,R,31-01-2020,28678,Andhra Pradesh,N,12,25605,0,1536.3,1536.3,0,Submitted,Jan-20
37AHOPD2871M1ZV,LAKSHMI SRINIVASA BABU DINTAKURTHY,LD1920-1032,R,30-01-2020,26488,Andhra Pradesh,N,12,23650,0,1419,1419,0,Submitted,Jan-20
37AAACG1895Q1ZX,ZYDUS HEALTHCARE LIMITED,5411983717,R,07-01-2020,7926.6,Andhra Pradesh,N,12,7077.34,0,424.63,424.63,0,Submitted,Jan-20
37AAACG1895Q1ZX,ZYDUS HEALTHCARE LIMITED,5411983873,R,09-01-2020,12527.96,Andhra Pradesh,N,12,9186.38,0,551.19,551.19,0,Submitted,Jan-20
37AAACG1895Q1ZX,ZYDUS HEALTHCARE LIMITED,5411983906,R,09-01-2020,17034.08,Andhra Pradesh,N,12,15209,0,912.54,912.54,0,Submitted,Jan-20
37AAACG1895Q1ZX,ZYDUS HEALTHCARE LIMITED,5411985576,R,29-01-2020,84946.28,Andhra Pradesh,N,12,56037.27,0,3362.23,3362.23,0,Submitted,Jan-20
37AAACG1895Q1ZX,ZYDUS HEALTHCARE LIMITED,5411986168,R,31-01-2020,77865.86,Andhra Pradesh,N,12,43723.94,0,2623.44,2623.44,0,Submitted,Jan-20
37AAECJ2012J1ZT,JALKS PHARMACEUTICALS PRIVATE LIMITED,J-WS949,R,07-01-2020,13951,Andhra Pradesh,N,12,12456,0,747.36,747.36,0,Submitted,Jan-20
37AAECJ2012J1ZT,JALKS PHARMACEUTICALS PRIVATE LIMITED,J-WS958,R,13-01-2020,7942,Andhra Pradesh,N,12,7091.3,0,425.48,425.48,0,Submitted,Jan-20
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,358374320,R,07-01-2020,116958,Andhra Pradesh,N,12,104426.72,0,6265.64,6265.64,0,Submitted,Jan-20
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,358374374,R,07-01-2020,8922,Andhra Pradesh,N,12,7966.06,0,477.97,477.97,0,Submitted,Jan-20
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,358374856,R,18-01-2020,29486,Andhra Pradesh,N,12,24346.87,0,1460.8,1460.8,0,Submitted,Jan-20
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,358374926,R,18-01-2020,24565,Andhra Pradesh,N,12,21933,0,1316,1316,0,Submitted,Jan-20
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,358375147,R,24-01-2020,46787,Andhra Pradesh,N,12,41774.12,0,2506.44,2506.44,0,Submitted,Jan-20
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,358375419,R,27-01-2020,11019,Andhra Pradesh,N,12,9838.42,0,590.29,590.29,0,Submitted,Jan-20
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,950754972,R,07-01-2020,97101,Andhra Pradesh,N,12,75666.04,0,4539.93,4539.93,0,Submitted,Jan-20
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,950754973,R,07-01-2020,4355,Andhra Pradesh,N,12,3888.44,0,233.28,233.28,0,Submitted,Jan-20
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,950755370,R,18-01-2020,58218,Andhra Pradesh,N,12,51092.61,0,3065.59,3065.59,0,Submitted,Jan-20
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,950755589,R,24-01-2020,46088,Andhra Pradesh,N,12,41150.06,0,2468.97,2468.97,0,Submitted,Jan-20
36AAACI0380C1Z4,INDOCO REMEDIES LIMITED,INV1920VT13369,R,09-01-2020,52657.78,Andhra Pradesh,N,12,44219.58,5306.35,0,0,0,Submitted,Jan-20
36AAACI0380C1Z4,INDOCO REMEDIES LIMITED,INV1920VT13370,R,09-01-2020,7087.36,Andhra Pradesh,N,12,6328,759.36,0,0,0,Submitted,Jan-20
36AAACI0380C1Z4,INDOCO REMEDIES LIMITED,INV1920VT13702,R,21-01-2020,63487.04,Andhra Pradesh,N,12,1037.5,124.5,0,0,0,Submitted,Jan-20
36AAACI0380C1Z4,INDOCO REMEDIES LIMITED,INV1920VT13783,R,23-01-2020,53931.97,Andhra Pradesh,N,12,43418.5,5210.22,0,0,0,Submitted,Jan-20
36AAACI0380C1Z4,INDOCO REMEDIES LIMITED,INV1920VT13784,R,23-01-2020,5897.92,Andhra Pradesh,N,12,5266,631.92,0,0,0,Submitted,Jan-20
36AAACI0380C1Z4,INDOCO REMEDIES LIMITED,INV1920VT13866,R,27-01-2020,13569.73,Andhra Pradesh,N,12,12115.83,1453.9,0,0,0,Submitted,Jan-20
36AAACI0380C1Z4,INDOCO REMEDIES LIMITED,INV1920VT14282,R,31-01-2020,43801.99,Andhra Pradesh,N,12,39108.92,4693.07,0,0,0,Submitted,Jan-20
36AAACI0380C1Z4,INDOCO REMEDIES LIMITED,INV1920VT14442,R,31-01-2020,95485.55,Andhra Pradesh,N,12,68453.08,8214.37,0,0,0,Submitted,Jan-20
37ADWPT5921A1Z7,DURGA  THOMMANDRU,2101181679,R,23-01-2020,3082,Andhra Pradesh,N,12,2751.4,0,165.08,165.08,0,Submitted,Jan-20
37ADWPT5921A1Z7,DURGA  THOMMANDRU,2101181684,R,23-01-2020,15844,Andhra Pradesh,N,12,14146.8,0,848.81,848.81,0,Submitted,Jan-20
37ADWPT5921A1Z7,DURGA  THOMMANDRU,2101181716,R,30-01-2020,4212,Andhra Pradesh,N,12,3760.8,0,225.65,225.65,0,Submitted,Jan-20
37ADWPT5921A1Z7,DURGA  THOMMANDRU,2101181760,R,31-01-2020,27760,Andhra Pradesh,N,12,24785.6,0,1487.14,1487.14,0,Submitted,Jan-20
37AAACC1450B1ZD,CIPLA LIMITED,1104120681,R,04-01-2020,5305,Andhra Pradesh,N,12,4736.56,0,284.22,284.22,0,Submitted,Jan-20
37AAACC1450B1ZD,CIPLA LIMITED,1104120736,R,06-01-2020,12747,Andhra Pradesh,N,12,11381.22,0,682.89,682.89,0,Submitted,Jan-20
37AAACC1450B1ZD,CIPLA LIMITED,1104120785,R,07-01-2020,20449,Andhra Pradesh,N,12,18258.04,0,1095.48,1095.48,0,Submitted,Jan-20
37AAACC1450B1ZD,CIPLA LIMITED,1104120838,R,08-01-2020,357,Andhra Pradesh,N,12,318.74,0,19.13,19.13,0,Submitted,Jan-20
37AAACC1450B1ZD,CIPLA LIMITED,1104120843,R,08-01-2020,4428,Andhra Pradesh,N,12,3953.6,0,237.2,237.2,0,Submitted,Jan-20
