GSTIN,SUPPLIER,INVNO,TYPE,INVDATE,INVAMT,STATE,REV,TAX,TAXABUL,IGST,CGST,SGST,CSS,STATUS,MON
37AAGHV9740Q1Z2,VIVEK CHAND CHORDIA (HUF),VIJ20I0025,R,26-04-2019,25661,Andhra Pradesh,N,12,22911.48,0,1374.69,1374.69,0,Submitted,Apr-19
36ACCFS3863P1ZH,SAI SRINIVASA MEDICAL CORPORATION,SB000083,R,05-04-2019,59579,Andhra Pradesh,N,12,24644.14,2957.3,0,0,0,Submitted,Apr-19
36ACCFS3863P1ZH,SAI SRINIVASA MEDICAL CORPORATION,SB000299,R,13-04-2019,16356,Andhra Pradesh,N,12,12562.46,1507.5,0,0,0,Submitted,Apr-19
36ACCFS3863P1ZH,SAI SRINIVASA MEDICAL CORPORATION,SB000877,R,23-04-2019,43156,Andhra Pradesh,N,12,15387.51,1846.5,0,0,0,Submitted,Apr-19
36ACCFS3863P1ZH,SAI SRINIVASA MEDICAL CORPORATION,SB001095,R,29-04-2019,11143,Andhra Pradesh,N,12,9949.27,1193.91,0,0,0,Submitted,Apr-19
37BPSPK5588P1ZK,PARAMESWARI  KARALAPATI,DMA0025,R,04-04-2019,6476,Andhra Pradesh,N,12,5781.8,0,346.91,346.91,0,Submitted,Apr-19
37BPSPK5588P1ZK,PARAMESWARI  KARALAPATI,DMA0105,R,10-04-2019,2224,Andhra Pradesh,N,12,1985.64,0,119.14,119.14,0,Submitted,Apr-19
37AECPK6215K1ZG,VEERA VENKATA RAMA KRISHNA RAO KUKUNURI,SUNPHARMA22,R,08-04-2019,3427.2,Andhra Pradesh,N,12,3060,0,183.6,183.6,0,Submitted,Apr-19
37AECPK6215K1ZG,VEERA VENKATA RAMA KRISHNA RAO KUKUNURI,SUNPHARMA36,R,13-04-2019,3753.61,Andhra Pradesh,N,12,3351.43,0,201.09,201.09,0,Submitted,Apr-19
37AIVPM2843C3ZZ,BALARAMAN MOHANKUMAR,PS1920/00004,R,03-04-2019,20092,Andhra Pradesh,N,12,13565.7,0,813.94,813.94,0,Submitted,Apr-19
37AIVPM2843C3ZZ,BALARAMAN MOHANKUMAR,PS1920/00031,R,25-04-2019,20348,Andhra Pradesh,N,12,12804.2,0,768.25,768.25,0,Submitted,Apr-19
36AAACM2303F1Z3,MODI MUNDIPHARMA PRIVATE LIMITED,M09CC00023,R,13-04-2019,27020,Andhra Pradesh,N,12,24125.24,2895.02,0,0,0,Submitted,Apr-19
36AAACM2303F1Z3,MODI MUNDIPHARMA PRIVATE LIMITED,M09CC00071,R,26-04-2019,25744,Andhra Pradesh,N,12,22985.5,2758.26,0,0,0,Submitted,Apr-19
36ABSPP4627R1ZL,VISHWANATHAM  PABBA,LO0037,R,29-04-2019,11405.02,Andhra Pradesh,N,12,10183.05,1221.97,0,0,0,Submitted,Apr-19
37ACVFS6620D1ZS,SERNEX LIFE SCIENCES,GSD-1,R,03-04-2019,7867,Andhra Pradesh,N,12,3378.37,0,202.7,202.7,0,Submitted,Apr-19
37ACVFS6620D1ZS,SERNEX LIFE SCIENCES,GSD-13,R,05-04-2019,4098,Andhra Pradesh,N,12,3658.51,0,219.51,219.51,0,Submitted,Apr-19
37ACVFS6620D1ZS,SERNEX LIFE SCIENCES,GSD-26,R,13-04-2019,9447,Andhra Pradesh,N,12,1393.87,0,83.63,83.63,0,Submitted,Apr-19
37ACVFS6620D1ZS,SERNEX LIFE SCIENCES,GSD-45,R,26-04-2019,18257,Andhra Pradesh,N,12,3105,0,186.3,186.3,0,Submitted,Apr-19
37ARBPK9693B1ZL,CHALUVADI  KAMALAKUMARI,Umagts0029,R,20-04-2019,10303.18,Andhra Pradesh,N,18,8731.5,0,785.84,785.84,0,Submitted,Apr-19
36AHIPA1686P1ZX,AKUTHOTA PADMA SEKHAR,PI3629000009,R,08-04-2019,20892.14,Andhra Pradesh,N,18,9074.31,1633.38,0,0,0,Submitted,Apr-19
36AHIPA1686P1ZX,AKUTHOTA PADMA SEKHAR,PI3629000034,R,17-04-2019,19319.23,Andhra Pradesh,N,18,16372.23,2947,0,0,0,Submitted,Apr-19
36AHIPA1686P1ZX,AKUTHOTA PADMA SEKHAR,PI3629000076,R,29-04-2019,42535.56,Andhra Pradesh,N,18,8220.68,1479.72,0,0,0,Submitted,Apr-19
36ACCFS3863P1ZH,SAI SRINIVASA MEDICAL CORPORATION,SB000083,R,05-04-2019,59579,Andhra Pradesh,N,18,27099.5,4877.91,0,0,0,Submitted,Apr-19
36ACCFS3863P1ZH,SAI SRINIVASA MEDICAL CORPORATION,SB000299,R,13-04-2019,16356,Andhra Pradesh,N,18,1937.25,348.7,0,0,0,Submitted,Apr-19
36ACCFS3863P1ZH,SAI SRINIVASA MEDICAL CORPORATION,SB000877,R,23-04-2019,43156,Andhra Pradesh,N,18,21968,3954.24,0,0,0,Submitted,Apr-19
37AECPK6215K1ZG,VEERA VENKATA RAMA KRISHNA RAO KUKUNURI,SUNPHARMA23,R,08-04-2019,724,Andhra Pradesh,N,18,613.56,0,55.22,55.22,0,Submitted,Apr-19
37AIVPM2843C3ZZ,BALARAMAN MOHANKUMAR,PS1920/00004,R,03-04-2019,20092,Andhra Pradesh,N,18,2736.9,0,246.32,246.32,0,Submitted,Apr-19
37AIVPM2843C3ZZ,BALARAMAN MOHANKUMAR,PS1920/00031,R,25-04-2019,20348,Andhra Pradesh,N,18,3380.1,0,304.21,304.21,0,Submitted,Apr-19
37ACVFS6620D1ZS,SERNEX LIFE SCIENCES,GSD-1,R,03-04-2019,7867,Andhra Pradesh,N,18,3459.6,0,311.36,311.36,0,Submitted,Apr-19
37ACVFS6620D1ZS,SERNEX LIFE SCIENCES,GSD-26,R,13-04-2019,9447,Andhra Pradesh,N,18,6682.73,0,601.45,601.45,0,Submitted,Apr-19
37ACVFS6620D1ZS,SERNEX LIFE SCIENCES,GSD-45,R,26-04-2019,18257,Andhra Pradesh,N,18,12524.85,0,1127.24,1127.24,0,Submitted,Apr-19
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
