GSTIN,SUPPLIER,INVNO,TYPE,INVDATE,INVAMT,STATE,REV,TAX,TAXABUL,IGST,CGST,SGST,CSS,STATUS,MON
37AAACI1220M1ZS,IPCA LABORATORIES LIMITED,Credit note,1589003243-06638,06-01-2020,1842.63,,,12,1645.21,0,98.71,98.71,0,Submitted,Jan-20
37AAACI1220M1ZS,IPCA LABORATORIES LIMITED,Credit note,1589003243-06639,06-01-2020,5601.12,,,12,5001,0,300.06,300.06,0,Submitted,Jan-20
37AAACI1220M1ZS,IPCA LABORATORIES LIMITED,Credit note,1589003243-06640,06-01-2020,1737.57,,,12,1551.39,0,93.09,93.09,0,Submitted,Jan-20
37AAACI1220M1ZS,IPCA LABORATORIES LIMITED,Credit note,1589003243-06643,06-01-2020,1065.12,,,12,951,0,57.06,57.06,0,Submitted,Jan-20
37AAACI1220M1ZS,IPCA LABORATORIES LIMITED,Credit note,1589003243-06644,06-01-2020,685,,,12,611.6,0,36.7,36.7,0,Submitted,Jan-20
37AAACT5456A1ZK,TORRENT PHARMACEUTICALS LIMITE D,Credit note,AP1200000852,07-01-2020,2224,,,12,1985.66,0,119.17,119.17,0,Submitted,Jan-20
37AAACT5456A1ZK,TORRENT PHARMACEUTICALS LIMITE D,Credit note,AP1200000853,07-01-2020,601,,,12,536.58,0,32.21,32.21,0,Submitted,Jan-20
37AAACT5456A1ZK,TORRENT PHARMACEUTICALS LIMITE D,Credit note,AP1200000854,07-01-2020,601,,,12,536.58,0,32.21,32.21,0,Submitted,Jan-20
37AAACT5456A1ZK,TORRENT PHARMACEUTICALS LIMITE D,Credit note,AP1200000855,07-01-2020,926,,,12,826.8,0,49.6,49.6,0,Submitted,Jan-20
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,Credit note,834607422,04-01-2020,119,,,12,106.22,0,6.39,6.39,0,Submitted,Jan-20
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,Credit note,834607423,04-01-2020,42,,,12,37.52,0,2.24,2.24,0,Submitted,Jan-20
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,Credit note,834613967,08-01-2020,427,,,12,381.22,0,22.89,22.89,0,Submitted,Jan-20
37AAACM9401C1ZU,MANKIND PHARMA LIMITED,Credit note,834613971,08-01-2020,149,,,12,133.08,0,7.96,7.96,0,Submitted,Jan-20
36AAACI0380C1Z4,INDOCO REMEDIES LIMITED,Credit note,CRN1920VT2085A1,07-01-2020,1296.06,,,12,1157,138.84,0,0,0,Submitted,Jan-20
36AAACI0380C1Z4,INDOCO REMEDIES LIMITED,Credit note,CRN1920VT2182A1,21-01-2020,3880.8,,,12,3465,415.8,0,0,0,Submitted,Jan-20
36AAACI0380C1Z4,INDOCO REMEDIES LIMITED,Credit note,CRN1920VT2182A2,21-01-2020,526.74,,,12,470,56.4,0,0,0,Submitted,Jan-20
36AAACI0380C1Z4,INDOCO REMEDIES LIMITED,Credit note,CRN1920VT2183A1,21-01-2020,3215.52,,,12,2871,344.52,0,0,0,Submitted,Jan-20
36AAACI0380C1Z4,INDOCO REMEDIES LIMITED,Credit note,CRN1920VT2183A2,21-01-2020,110.88,,,12,99,11.88,0,0,0,Submitted,Jan-20
37AAACC1450B1ZD,CIPLA LIMITED,Credit note,1104318142,02-01-2020,549,,,12,490.14,0,29.43,29.43,0,Submitted,Jan-20
37AAACC1450B1ZD,CIPLA LIMITED,Credit note,1104318143,02-01-2020,433,,,12,386.66,0,23.17,23.17,0,Submitted,Jan-20
37AAACC1450B1ZD,CIPLA LIMITED,Credit note,1104318227,02-01-2020,4816,,,12,4300,0,258,258,0,Submitted,Jan-20
37AAACC1450B1ZD,CIPLA LIMITED,Credit note,1104318228,02-01-2020,4816,,,12,4300,0,258,258,0,Submitted,Jan-20
37AAACC1450B1ZD,CIPLA LIMITED,Credit note,1104318331,06-01-2020,9019,,,12,8052.66,0,483.17,483.17,0,Submitted,Jan-20
37AAACC1450B1ZD,CIPLA LIMITED,Credit note,1104318332,06-01-2020,824,,,12,735.72,0,44.14,44.14,0,Submitted,Jan-20
37AAACC1450B1ZD,CIPLA LIMITED,Credit note,1104318333,06-01-2020,5006,,,12,4469.62,0,268.19,268.19,0,Submitted,Jan-20
37AAACC1450B1ZD,CIPLA LIMITED,Credit note,1104318334,06-01-2020,2529,,,12,2258.04,0,135.48,135.48,0,Submitted,Jan-20
37AAACC1450B1ZD,CIPLA LIMITED,Credit note,1104318399,08-01-2020,4146,,,12,3701.76,0,222.12,222.12,0,Submitted,Jan-20
37AAACC1450B1ZD,CIPLA LIMITED,Credit note,1104318400,08-01-2020,4099,,,12,3659.8,0,219.6,219.6,0,Submitted,Jan-20
37AAACC1450B1ZD,CIPLA LIMITED,Credit note,1104318530,09-01-2020,838,,,12,748.22,0,44.89,44.89,0,Submitted,Jan-20
37AAACC1450B1ZD,CIPLA LIMITED,Credit note,1104318531,09-01-2020,2742,,,12,2448.16,0,146.92,146.92,0,Submitted,Jan-20
37AAACC1450B1ZD,CIPLA LIMITED,Credit note,1104318532,09-01-2020,2742,,,12,2448.16,0,146.92,146.92,0,Submitted,Jan-20
37AAACC1450B1ZD,CIPLA LIMITED,Credit note,1104318533,09-01-2020,10366,,,12,9255.4,0,555.3,555.3,0,Submitted,Jan-20
37AABCL3646F1ZL,LIFESTAR PHARMA PRIVATE LIMITED,Credit note,834606679,03-01-2020,288,,,12,257.14,0,15.43,15.43,0,Submitted,Jan-20
37AAACI9822K1Z8,A. MENARINI INDIA PRIVATE LIMITED,Credit note,VJW19E2IA00029,17-01-2020,16815.15,,,12,5167.33,0,310.04,310.04,0,Submitted,Jan-20
37AAACI9822K1Z8,A. MENARINI INDIA PRIVATE LIMITED,Credit note,VJW19E2IA00029D,17-01-2020,8945.62,,,12,2973,0,178.38,178.38,0,Submitted,Jan-20
37AAACI9822K1Z8,A. MENARINI INDIA PRIVATE LIMITED,Credit note,VJW19E2IA00029E,17-01-2020,8200.19,,,12,1636.2,0,98.17,98.17,0,Submitted,Jan-20
37AAACI9822K1Z8,A. MENARINI INDIA PRIVATE LIMITED,Credit note,VJW19E2IA00030,17-01-2020,403.2,,,12,360,0,21.6,21.6,0,Submitted,Jan-20
37AAACI9822K1Z8,A. MENARINI INDIA PRIVATE LIMITED,Credit note,VJW19E2IA00030A,17-01-2020,878.3,,,12,784.2,0,47.05,47.05,0,Submitted,Jan-20
37AAICA5591M1Z2,ALEMBIC PHARMACEUTICALS LIMITED,Credit note,CN1937100240,08-01-2020,4509,,,12,4025.92,0,241.54,241.54,0,Submitted,Jan-20
37AIVPM2843C3ZZ,BALARAMAN MOHANKUMAR,Credit note,CN1920/00359,02-01-2020,5703,,,12,5091.94,0,305.52,305.52,0,Submitted,Jan-20
37AIVPM2843C3ZZ,BALARAMAN MOHANKUMAR,Credit note,CN1920/00415,28-01-2020,6361,,,12,5679.63,0,340.78,340.78,0,Submitted,Jan-20
37AADFE3892M3ZV,EAST WEST PHARMA,Credit note,CN1920/00173,02-01-2020,422,,,12,376.9,0,22.61,22.61,0,Submitted,Jan-20
37AADFE3892M3ZV,EAST WEST PHARMA,Credit note,CN1920/00204,28-01-2020,3760,,,12,3356.88,0,201.41,201.41,0,Submitted,Jan-20
37AAACL1069K1ZE,LUPIN LIMITED,Credit note,9175003852,08-01-2020,4073,,,12,3636.96,0,218.22,218.22,0,Submitted,Jan-20
37AAACL1069K1ZE,LUPIN LIMITED,Credit note,9175003853,08-01-2020,4225,,,12,3772.54,0,226.35,226.35,0,Submitted,Jan-20
37AAACL1069K1ZE,LUPIN LIMITED,Credit note,9175003854,08-01-2020,2485,,,12,2219.14,0,133.15,133.15,0,Submitted,Jan-20
37ABBCS7694H1ZS,SUN PHARMA DISTRIBUTORS LIMITED,Debit note,B25IDK0033,20-01-2020,1234.12,,,18,1045.86,0,94.13,94.13,0,Submitted,Jan-20
37AAACC1450B1ZD,CIPLA LIMITED,Credit note,1104582805,03-01-2020,1172,,,18,993.26,0,89.37,89.37,0,Submitted,Jan-20
37AABCL3646F1ZL,LIFESTAR PHARMA PRIVATE LIMITED,Credit note,834606680,03-01-2020,2765,,,18,2343.24,0,210.88,210.88,0,Submitted,Jan-20
37AGXPM2339M1ZK,MOHAMMED MOINUDDIN,Credit note,VJI0029,21-01-2020,10972.91,,,18,9299,0,836.91,836.91,0,Submitted,Jan-20
37AAACI9822K1Z8,A. MENARINI INDIA PRIVATE LIMITED,Credit note,VJW19E2IA00029,17-01-2020,16815.15,,,18,9345.54,0,841.1,841.1,0,Submitted,Jan-20
37AAACI9822K1Z8,A. MENARINI INDIA PRIVATE LIMITED,Credit note,VJW19E2IA00029A,17-01-2020,12543,,,18,10629.66,0,956.67,956.67,0,Submitted,Jan-20
37AAACI9822K1Z8,A. MENARINI INDIA PRIVATE LIMITED,Credit note,VJW19E2IA00029B,17-01-2020,1163,,,18,985.6,0,88.7,88.7,0,Submitted,Jan-20
37AAACI9822K1Z8,A. MENARINI INDIA PRIVATE LIMITED,Credit note,VJW19E2IA00029C,17-01-2020,1598.42,,,18,1354.6,0,121.91,121.91,0,Submitted,Jan-20
37AAACI9822K1Z8,A. MENARINI INDIA PRIVATE LIMITED,Credit note,VJW19E2IA00029D,17-01-2020,8945.62,,,18,4759.2,0,428.33,428.33,0,Submitted,Jan-20
37AAACI9822K1Z8,A. MENARINI INDIA PRIVATE LIMITED,Credit note,VJW19E2IA00029E,17-01-2020,8200.19,,,18,4722.67,0,425.04,425.04,0,Submitted,Jan-20
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
